,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1254,Unlabeled 1254,Unlabeled 1254,Unlabeled 1256,Unlabeled 1256,Unlabeled 1256
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C4C80","C4C80","C4C80","C4C90","C4C90","C4C90","C4C60","C4C60","C4C60","C4CC0","C4CC0","C4CC0","C4CE0","C4CE0","C4CE0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
964,8.033333,-66.286446,-36.750557,30.694212,-0.174190,0.101399,-0.068834,0.000546,-0.050755,-0.056242,-0.037863,0.783686,0.042138,0.044624,0.027206,0.694664,0.008617,0.011618,0.010657,0.822848,-0.164230,0.034950,-0.016177,-0.179327,0.153879,-0.112207,-0.179073,0.115246,-0.078041,,,,,,
965,8.041667,-65.532806,-24.567068,38.038773,-0.174995,0.099788,-0.071746,0.000504,-0.050755,-0.056242,-0.037863,0.824261,0.042138,0.044624,0.027206,0.696976,0.008617,0.011618,0.010657,0.796118,-0.164596,0.034778,-0.017805,-0.180749,0.150827,-0.116604,-0.179688,0.113668,-0.080771,,,,,,
966,8.050000,-67.612663,-30.407848,35.393028,-0.175908,0.097873,-0.074051,0.000300,-0.050755,-0.056242,-0.037863,0.824261,0.042138,0.044624,0.027206,0.696976,0.008617,0.011618,0.010657,0.796118,-0.164578,0.034778,-0.018479,-0.182166,0.147277,-0.119954,-0.180999,0.111523,-0.083692,,,,,,
967,8.058333,-68.716713,-28.024023,36.953484,-0.176621,0.096409,-0.076434,0.000284,-0.050755,-0.056242,-0.037863,0.943543,0.042138,0.044624,0.027206,0.851471,0.008617,0.011618,0.010657,0.868766,-0.164983,0.034860,-0.019310,-0.183220,0.144450,-0.123620,-0.181676,0.109886,-0.086350,,,,,,
968,8.066667,-70.426605,-32.945591,34.770832,-0.177382,0.095114,-0.079032,0.000298,-0.050755,-0.056242,-0.037863,0.943543,0.042138,0.044624,0.027206,0.851471,0.008617,0.011618,0.010657,0.868766,-0.165097,0.034972,-0.020515,-0.184367,0.142180,-0.127159,-0.182698,0.108157,-0.089399,,,,,,
969,8.075000,-70.941635,-27.951313,37.660576,-0.178276,0.093736,-0.081746,0.000184,-0.050755,-0.056242,-0.037863,0.983168,0.042138,0.044624,0.027206,0.883908,0.008617,0.011618,0.010657,0.877300,-0.165726,0.034914,-0.022153,-0.185487,0.139480,-0.130892,-0.183623,0.106800,-0.092182,,,,,,
970,8.083333,-71.902122,-28.873703,37.374165,-0.178893,0.092765,-0.084125,0.000248,-0.050755,-0.056242,-0.037863,0.983168,0.042138,0.044624,0.027206,0.883908,0.008617,0.011618,0.010657,0.877300,-0.165990,0.035165,-0.023685,-0.186358,0.137661,-0.133949,-0.184329,0.105474,-0.094743,,,,,,
971,8.091667,-73.097404,-31.472454,35.942833,-0.179272,0.091834,-0.085787,0.000149,-0.050755,-0.056242,-0.037863,0.983946,0.042138,0.044624,0.027206,0.911807,0.008617,0.011618,0.010657,0.896510,-0.166412,0.035058,-0.024350,-0.186598,0.135977,-0.136233,-0.184808,0.104461,-0.096772,,,,,,
972,8.100000,-73.730110,-31.650270,35.879990,-0.179671,0.091208,-0.087287,0.000150,-0.050755,-0.056242,-0.037863,0.983946,0.042138,0.044624,0.027206,0.911807,0.008617,0.011618,0.010657,0.896510,-0.166499,0.035436,-0.025459,-0.187182,0.134537,-0.138042,-0.185309,0.103695,-0.098389,,,,,,
973,8.108333,-73.669571,-28.799984,37.240860,-0.179782,0.090827,-0.088147,0.000184,-0.050755,-0.056242,-0.037863,0.856943,0.042138,0.044624,0.027206,0.977566,0.008617,0.011618,0.010657,0.863710,-0.166862,0.035249,-0.026161,-0.187216,0.133956,-0.139130,-0.185243,0.103323,-0.099180,,,,,,
974,8.116667,-74.283073,-33.056942,34.723652,-0.179715,0.090954,-0.088348,0.000111,-0.050755,-0.056242,-0.037863,0.856943,0.042138,0.044624,0.027206,0.977566,0.008617,0.011618,0.010657,0.863710,-0.166933,0.035316,-0.026272,-0.187005,0.134001,-0.139096,-0.185179,0.103595,-0.099711,,,,,,
975,8.125000,-73.485748,-30.016554,36.225433,-0.179691,0.091467,-0.088782,0.000175,-0.050755,-0.056242,-0.037863,0.827419,0.042138,0.044624,0.027206,0.956928,0.008617,0.011618,0.010657,0.888422,-0.167078,0.035418,-0.027263,-0.186827,0.134928,-0.139315,-0.185134,0.104116,-0.099810,,,,,,
976,8.133333,-72.524590,-28.427881,36.780724,-0.179261,0.092172,-0.088227,0.000170,-0.050755,-0.056242,-0.037863,0.858133,0.042138,0.044624,0.027206,0.974923,0.008617,0.011618,0.010657,0.848849,-0.167093,0.035010,-0.027531,-0.186016,0.136586,-0.138235,-0.184651,0.104962,-0.098944,,,,,,
977,8.141667,-72.146873,-31.909599,34.240814,-0.178552,0.093442,-0.086615,0.000142,-0.050755,-0.056242,-0.037863,0.858133,0.042138,0.044624,0.027206,0.974923,0.008617,0.011618,0.010657,0.848849,-0.166981,0.035066,-0.026970,-0.184767,0.138778,-0.135564,-0.183878,0.106537,-0.097346,,,,,,
978,8.150000,-70.020744,-26.913616,36.392155,-0.177652,0.095146,-0.084824,0.000182,-0.050755,-0.056242,-0.037863,0.865638,0.042138,0.044624,0.027206,0.972526,0.008617,0.011618,0.010657,0.855678,-0.166937,0.034882,-0.026907,-0.183343,0.142032,-0.132670,-0.182655,0.108563,-0.094919,,,,,,
979,8.158333,-68.950150,-30.978647,33.765701,-0.176695,0.096924,-0.082062,0.000204,-0.050755,-0.056242,-0.037863,0.865638,0.042138,0.044624,0.027206,0.972526,0.008617,0.011618,0.010657,0.855678,-0.166694,0.034454,-0.025745,-0.181899,0.145653,-0.128402,-0.181498,0.110654,-0.092029,,,,,,
980,8.166667,-66.990273,-28.187675,35.089039,-0.175969,0.099057,-0.079255,0.000371,-0.050755,-0.056242,-0.037863,0.893570,0.042138,0.044624,0.027206,0.790551,0.008617,0.011618,0.010657,0.843162,-0.166523,0.034756,-0.024592,-0.180804,0.149441,-0.124487,-0.180607,0.112918,-0.088648,,,,,,
981,8.175000,-65.185028,-30.499716,34.065567,-0.175547,0.101283,-0.076856,0.000807,-0.050755,-0.056242,-0.037863,0.893570,0.042138,0.044624,0.027206,0.790551,0.008617,0.011618,0.010657,0.843162,-0.166408,0.034529,-0.024065,-0.180278,0.154152,-0.120629,-0.180042,0.114999,-0.085766,,,,,,
982,8.183333,-62.674221,-22.508276,37.934361,-0.174826,0.102829,-0.074440,0.000764,-0.050755,-0.056242,-0.037863,0.675707,0.042138,0.044624,0.027206,0.538221,0.008617,0.011618,0.010657,0.728105,-0.166261,0.034497,-0.023708,-0.179266,0.156793,-0.116821,-0.179036,0.117035,-0.082689,,,,,,
983,8.191667,-62.343071,-29.866655,33.289993,-0.173936,0.104249,-0.071663,0.000753,-0.050755,-0.056242,-0.037863,0.675707,0.042138,0.044624,0.027206,0.538221,0.008617,0.011618,0.010657,0.728105,-0.166038,0.034554,-0.022661,-0.177647,0.159450,-0.112429,-0.178204,0.118582,-0.079801,,,,,,
984,8.200000,-60.908737,-28.977171,33.229778,-0.173133,0.105568,-0.069358,0.000802,-0.050755,-0.056242,-0.037863,0.643082,0.042138,0.044624,0.027206,0.549978,0.008617,0.011618,0.010657,0.739835,-0.165965,0.034502,-0.022151,-0.176345,0.161900,-0.108704,-0.177173,0.120135,-0.077119,,,,,,
985,8.208333,-59.080372,-24.902994,34.910740,-0.172534,0.106665,-0.067278,0.000700,-0.050755,-0.056242,-0.037863,0.643082,0.042138,0.044624,0.027206,0.549978,0.008617,0.011618,0.010657,0.739835,-0.165964,0.034529,-0.021939,-0.175275,0.163738,-0.105298,-0.176433,0.121585,-0.074513,,,,,,
986,8.216667,-58.484047,-28.804022,32.153034,-0.171684,0.108056,-0.064555,0.000753,-0.050755,-0.056242,-0.037863,0.664469,0.042138,0.044624,0.027206,0.563053,0.008617,0.011618,0.010657,0.751196,-0.165803,0.034648,-0.020967,-0.173791,0.166286,-0.101039,-0.175535,0.123074,-0.071568,,,,,,
987,8.225000,-57.264065,-29.166729,31.175760,-0.170977,0.109353,-0.061771,0.000588,-0.050755,-0.056242,-0.037863,0.664469,0.042138,0.044624,0.027206,0.563053,0.008617,0.011618,0.010657,0.751196,-0.165629,0.035023,-0.020476,-0.172489,0.168300,-0.096460,-0.174864,0.124632,-0.068319,,,,,,
988,8.233333,-55.982132,-29.673779,29.668013,-0.169962,0.110476,-0.058643,0.000290,-0.050755,-0.056242,-0.037863,0.942022,0.042138,0.044624,0.027206,0.854410,0.008617,0.011618,0.010657,0.871049,-0.165548,0.035081,-0.020123,-0.170667,0.169923,-0.091009,-0.173684,0.126394,-0.064782,,,,,,
989,8.241667,-54.792088,-31.810991,27.527393,-0.169024,0.112193,-0.055422,0.000241,-0.050755,-0.056242,-0.037863,0.942022,0.042138,0.044624,0.027206,0.854410,0.008617,0.011618,0.010657,0.871049,-0.165549,0.035169,-0.019637,-0.169007,0.172784,-0.085412,-0.172539,0.128578,-0.061194,,,,,,
990,8.250000,-53.625523,-36.579712,23.320889,-0.168374,0.115192,-0.054687,0.000157,-0.050755,-0.056242,-0.037863,0.865615,0.042138,0.044624,0.027206,0.931179,0.008617,0.011618,0.010657,0.935316,-0.165692,0.036122,-0.023343,-0.167617,0.177313,-0.080818,-0.171835,0.132090,-0.059875,,,,,,
991,8.258333,-46.116150,-27.775015,28.229479,-0.168035,0.120966,-0.056599,0.000260,-0.050755,-0.056242,-0.037863,0.881268,0.042138,0.044624,0.027206,0.836172,0.008617,0.011618,0.010657,0.911096,-0.166745,0.039466,-0.032450,-0.166288,0.185339,-0.077637,-0.171097,0.138035,-0.059684,,,,,,
992,8.266667,-41.859886,-23.756290,30.332024,-0.167659,0.127003,-0.056815,0.000621,-0.050755,-0.056242,-0.037863,0.881268,0.042138,0.044624,0.027206,0.836172,0.008617,0.011618,0.010657,0.911096,-0.166805,0.044508,-0.037563,-0.165611,0.193009,-0.074265,-0.170583,0.143437,-0.058596,,,,,,
993,8.275000,-41.178200,-26.520878,28.719208,-0.166534,0.130886,-0.053794,0.000454,-0.050755,-0.056242,-0.037863,0.900485,0.042138,0.044624,0.027206,0.780629,0.008617,0.011618,0.010657,0.808673,-0.165599,0.047841,-0.036441,-0.164570,0.196997,-0.069535,-0.169458,0.147768,-0.055386,,,,,,
994,8.283333,-40.956120,-26.939102,28.761417,-0.165025,0.133467,-0.048875,0.000559,-0.050755,-0.056242,-0.037863,0.900485,0.042138,0.044624,0.027206,0.780629,0.008617,0.011618,0.010657,0.808673,-0.163780,0.050392,-0.031785,-0.163330,0.199781,-0.064387,-0.167990,0.150169,-0.050430,,,,,,
995,8.291667,-42.617176,-29.101360,28.068190,-0.163065,0.134219,-0.042256,0.000451,-0.050755,-0.056242,-0.037863,0.867523,0.042138,0.044624,0.027206,0.786130,0.008617,0.011618,0.010657,0.833256,-0.161071,0.051463,-0.023142,-0.161949,0.200020,-0.059248,-0.166197,0.151116,-0.044356,,,,,,
996,8.300000,-45.756496,-35.005035,24.410381,-0.161152,0.134374,-0.035543,0.000240,-0.050755,-0.056242,-0.037863,0.867523,0.042138,0.044624,0.027206,0.786130,0.008617,0.011618,0.010657,0.833256,-0.158600,0.052048,-0.014452,-0.160343,0.199435,-0.053720,-0.164536,0.151586,-0.038436,,,,,,
997,8.308333,-46.247978,-36.018208,23.808100,-0.159820,0.135202,-0.030648,0.000350,-0.050755,-0.056242,-0.037863,0.925706,0.042138,0.044624,0.027206,0.866895,0.008617,0.011618,0.010657,0.868351,-0.157011,0.053177,-0.009384,-0.159176,0.200336,-0.048975,-0.163286,0.152062,-0.033572,,,,,,
998,8.316667,-44.615433,-32.544922,26.317680,-0.159203,0.135473,-0.027122,0.000367,-0.050755,-0.056242,-0.037863,0.925706,0.042138,0.044624,0.027206,0.866895,0.008617,0.011618,0.010657,0.868351,-0.156584,0.053086,-0.006254,-0.158511,0.200806,-0.045308,-0.162539,0.152466,-0.029779,,,,,,
999,8.325000,-43.892895,-30.124887,27.546797,-0.158778,0.134991,-0.023090,0.000436,-0.050755,-0.056242,-0.037863,0.924980,0.042138,0.044624,0.027206,0.793408,0.008617,0.011618,0.010657,0.804554,-0.156463,0.052788,-0.002570,-0.157769,0.200457,-0.041230,-0.162119,0.151690,-0.025453,,,,,,
1000,8.333333,-44.843449,-30.928244,26.823353,-0.158001,0.133368,-0.017736,0.000491,-0.050755,-0.056242,-0.037863,0.924980,0.042138,0.044624,0.027206,0.793408,0.008617,0.011618,0.010657,0.804554,-0.156000,0.051272,0.003733,-0.156763,0.198769,-0.036565,-0.161266,0.150004,-0.020351,,,,,,
1001,8.341667,-46.401661,-31.216465,26.632420,-0.156983,0.130285,-0.011267,0.000411,-0.050755,-0.056242,-0.037863,0.864654,0.042138,0.044624,0.027206,0.780678,0.008617,0.011618,0.010657,0.844327,-0.155008,0.048650,0.012328,-0.155724,0.195097,-0.031734,-0.160248,0.147039,-0.014366,,,,,,
1002,8.350000,-48.599442,-32.945602,25.533157,-0.155661,0.126547,-0.004358,0.000379,-0.050755,-0.056242,-0.037863,0.864654,0.042138,0.044624,0.027206,0.780678,0.008617,0.011618,0.010657,0.844327,-0.153463,0.045768,0.021517,-0.154551,0.190636,-0.026530,-0.158988,0.143195,-0.008042,,,,,,
1003,8.358333,-50.595684,-35.072956,24.170292,-0.154529,0.122408,0.002138,0.000349,-0.050755,-0.056242,-0.037863,0.892689,0.042138,0.044624,0.027206,0.852986,0.008617,0.011618,0.010657,0.877849,-0.152163,0.042181,0.029868,-0.153580,0.185924,-0.021327,-0.157861,0.139075,-0.002106,,,,,,
1004,8.366667,-51.106953,-34.371052,24.827904,-0.153661,0.117864,0.007708,0.000366,-0.050755,-0.056242,-0.037863,0.892689,0.042138,0.044624,0.027206,0.852986,0.008617,0.011618,0.010657,0.877849,-0.151162,0.038059,0.036637,-0.152798,0.181080,-0.016780,-0.157042,0.134407,0.003289,,,,,,
1005,8.375000,-52.232960,-36.490192,23.350754,-0.152439,0.115206,0.011635,0.000468,-0.050755,-0.056242,-0.037863,0.890156,0.042138,0.044624,0.027206,0.831374,0.008617,0.011618,0.010657,0.867032,-0.150663,0.034286,0.041736,-0.151596,0.178091,-0.013075,-0.155141,0.133060,0.006331,,,,,,
1006,8.383333,,,,,,,,,,,,,,,,,,,,-0.150750,0.035848,0.040262,-0.152096,0.184152,-0.011482,-0.156064,0.133231,0.007655,,,,,,
1007,8.391667,-44.251209,-15.848351,36.156948,-0.153294,0.118131,0.012230,0.000960,-0.050755,-0.056242,-0.037863,0.475073,0.042138,0.044624,0.027206,0.885977,0.008617,0.011618,0.010657,0.632650,-0.151194,0.036859,0.037761,-0.152620,0.183395,-0.010487,-0.156132,0.133996,0.009483,,,,,,
1008,8.400000,-49.867290,-37.873146,21.786232,-0.152399,0.117684,0.015565,0.000532,-0.050755,-0.056242,-0.037863,0.694827,0.042138,0.044624,0.027206,0.758853,0.008617,0.011618,0.010657,0.834615,-0.150707,0.035970,0.040757,-0.151094,0.182377,-0.005612,-0.155448,0.134584,0.011604,,,,,,
1009,8.408333,-52.351017,-43.476608,17.196646,-0.151810,0.118472,0.016734,0.001131,-0.050755,-0.056242,-0.037863,0.694827,0.042138,0.044624,0.027206,0.758853,0.008617,0.011618,0.010657,0.834615,-0.150426,0.036088,0.041877,-0.150267,0.184630,-0.004340,-0.154852,0.134445,0.012780,,,,,,
1010,8.416667,-45.119965,-25.755932,29.918989,-0.151945,0.118185,0.016848,0.000915,-0.050755,-0.056242,-0.037863,0.635958,0.042138,0.044624,0.027206,0.453181,0.008617,0.011618,0.010657,0.662070,-0.150864,0.036068,0.041064,-0.150150,0.184002,-0.004441,-0.154907,0.134299,0.014009,,,,,,
1011,8.425000,-46.665882,-25.296337,29.282469,-0.151762,0.117171,0.020452,0.000547,-0.050755,-0.056242,-0.037863,0.635958,0.042138,0.044624,0.027206,0.453181,0.008617,0.011618,0.010657,0.662070,-0.150941,0.036473,0.045890,-0.149668,0.181494,-0.001830,-0.154690,0.133513,0.017310,,,,,,
1012,8.433333,-54.294052,-39.273945,20.100302,-0.151145,0.115950,0.026627,0.000793,-0.050755,-0.056242,-0.037863,0.601135,0.042138,0.044624,0.027206,0.596497,0.008617,0.011618,0.010657,0.763789,-0.150224,0.035655,0.056779,-0.149211,0.179866,0.001488,-0.154077,0.132159,0.021699,,,,,,
1013,8.441667,-58.534420,-43.854584,16.417076,-0.151147,0.115122,0.029641,0.000805,-0.050755,-0.056242,-0.037863,0.601135,0.042138,0.044624,0.027206,0.596497,0.008617,0.011618,0.010657,0.763789,-0.149939,0.035482,0.062659,-0.149385,0.178408,0.002509,-0.154221,0.131254,0.023869,,,,,,
1014,8.450000,-53.307613,-34.002975,24.551798,-0.151557,0.114996,0.028628,0.000806,-0.050755,-0.056242,-0.037863,0.721040,0.042138,0.044624,0.027206,0.591130,0.008617,0.011618,0.010657,0.709841,-0.150126,0.035900,0.060683,-0.149983,0.178155,0.001568,-0.154622,0.130802,0.023701,,,,,,
1015,8.458333,-52.597088,-31.815302,26.244043,-0.151385,0.114725,0.028105,0.000819,-0.050755,-0.056242,-0.037863,0.721040,0.042138,0.044624,0.027206,0.591130,0.008617,0.011618,0.010657,0.709841,-0.150151,0.035207,0.060633,-0.149771,0.177941,0.000659,-0.154323,0.130832,0.023122,,,,,,
1016,8.466667,-57.009232,-39.922516,20.284336,-0.151530,0.114300,0.027422,0.000787,-0.050755,-0.056242,-0.037863,0.632318,0.042138,0.044624,0.027206,0.573161,0.008617,0.011618,0.010657,0.753796,-0.149829,0.035674,0.061416,-0.150086,0.176994,-0.000848,-0.154750,0.130067,0.021784,,,,,,
1017,8.475000,-52.901928,-25.143669,30.731068,-0.152002,0.113195,0.027123,0.000801,-0.050755,-0.056242,-0.037863,0.632318,0.042138,0.044624,0.027206,0.573161,0.008617,0.011618,0.010657,0.753796,-0.149974,0.035773,0.062243,-0.150858,0.175127,-0.002937,-0.155223,0.128578,0.022123,,,,,,
1018,8.483333,-55.990631,-24.888453,31.266497,-0.151647,0.110854,0.030402,0.000631,-0.050755,-0.056242,-0.037863,0.851319,0.042138,0.044624,0.027206,0.629178,0.008617,0.011618,0.010657,0.694707,-0.149060,0.035600,0.069833,-0.150957,0.170672,-0.003030,-0.154968,0.126200,0.024454,,,,,,
1019,8.491667,-68.709160,-47.429367,14.414923,-0.151480,0.109104,0.033361,0.000545,-0.050755,-0.056242,-0.037863,0.851319,0.042138,0.044624,0.027206,0.629178,0.008617,0.011618,0.010657,0.694707,-0.148439,0.035655,0.077908,-0.150988,0.167192,-0.002675,-0.155095,0.124297,0.024953,,,,,,
1020,8.500000,-63.742222,-37.539551,23.696955,-0.151896,0.108084,0.031220,0.000562,-0.050755,-0.056242,-0.037863,0.719715,0.042138,0.044624,0.027206,0.704970,0.008617,0.011618,0.010657,0.830931,-0.148534,0.035668,0.076473,-0.151813,0.165313,-0.006008,-0.155395,0.123156,0.023265,,,,,,
1021,8.508333,-61.941895,-31.269556,28.743380,-0.152790,0.106787,0.027770,0.000690,-0.050755,-0.056242,-0.037863,0.723011,0.042138,0.044624,0.027206,0.578774,0.008617,0.011618,0.010657,0.739564,-0.148845,0.034969,0.073851,-0.153140,0.163779,-0.010608,-0.156454,0.121477,0.020153,,,,,,
1022,8.516667,-63.056267,-28.885921,30.447685,-0.153125,0.105509,0.026051,0.000534,-0.050755,-0.056242,-0.037863,0.723011,0.042138,0.044624,0.027206,0.578774,0.008617,0.011618,0.010657,0.739564,-0.148826,0.035265,0.074271,-0.153810,0.160896,-0.014030,-0.156793,0.120256,0.017982,,,,,,
1023,8.525000,-68.906593,-41.610348,21.879736,-0.153541,0.104362,0.024240,0.000601,-0.050755,-0.056242,-0.037863,0.692532,0.042138,0.044624,0.027206,0.661259,0.008617,0.011618,0.010657,0.818827,-0.148791,0.035448,0.074673,-0.154443,0.158956,-0.016995,-0.157454,0.118550,0.015130,,,,,,
1024,8.533333,-65.819160,-29.523329,30.951502,-0.154288,0.102645,0.020975,0.000536,-0.050755,-0.056242,-0.037863,0.692532,0.042138,0.044624,0.027206,0.661259,0.008617,0.011618,0.010657,0.818827,-0.148888,0.035191,0.072703,-0.155767,0.155874,-0.021925,-0.158260,0.116771,0.012215,,,,,,
1025,8.541667,-67.767822,-30.579832,30.573259,-0.154931,0.100859,0.018285,0.000390,-0.050755,-0.056242,-0.037863,0.850823,0.042138,0.044624,0.027206,0.738251,0.008617,0.011618,0.010657,0.833453,-0.149085,0.035173,0.072044,-0.156711,0.152449,-0.026102,-0.159032,0.114883,0.008964,,,,,,
1026,8.550000,,,,,,,,,,,,,,,,,,,,-0.149090,0.035472,0.071428,,,,-0.159831,0.112705,0.005493,,,,,,
1027,8.558333,-70.436867,-28.267368,32.774845,-0.156257,0.097136,0.012428,0.000274,-0.050755,-0.056242,-0.037863,0.964823,0.042138,0.044624,0.027206,0.813428,0.008617,0.011618,0.010657,0.820201,-0.149226,0.035213,0.069826,-0.158941,0.145558,-0.034940,-0.160621,0.110605,0.002423,,,,,,
1028,8.566667,-73.302246,-33.904362,29.705200,-0.156987,0.095355,0.009868,0.000248,-0.050755,-0.056242,-0.037863,0.964823,0.042138,0.044624,0.027206,0.813428,0.008617,0.011618,0.010657,0.820201,-0.149523,0.035237,0.069222,-0.159972,0.142356,-0.038727,-0.161482,0.108440,-0.000864,,,,,,
1029,8.575000,-74.117821,-31.129181,31.693331,-0.157482,0.093840,0.007269,0.000223,-0.050755,-0.056242,-0.037863,0.963261,0.042138,0.044624,0.027206,0.877087,0.008617,0.011618,0.010657,0.840748,-0.149580,0.035625,0.068086,-0.160775,0.139268,-0.042644,-0.162091,0.106623,-0.003631,,,,,,
1030,8.583333,-75.152252,-31.071281,31.877350,-0.158059,0.092426,0.004702,0.000222,-0.050755,-0.056242,-0.037863,0.963261,0.042138,0.044624,0.027206,0.877087,0.008617,0.011618,0.010657,0.840748,-0.149975,0.035452,0.066612,-0.161544,0.136813,-0.046040,-0.162658,0.105013,-0.006466,,,,,,
1031,8.591667,-76.765450,-33.400463,30.595594,-0.158429,0.091302,0.002443,0.000122,-0.050755,-0.056242,-0.037863,0.955585,0.042138,0.044624,0.027206,0.947630,0.008617,0.011618,0.010657,0.905419,-0.150101,0.035605,0.065494,-0.162031,0.134557,-0.049019,-0.163151,0.103752,-0.009151,,,,,,
1032,8.600000,,,,,,,,,,,,,,,,,,,,-0.150510,0.035696,0.064092,,,,-0.163598,0.102991,-0.011178,,,,,,
1033,8.608333,-78.047852,-34.979519,29.327572,-0.158892,0.090453,-0.001047,0.000115,-0.050755,-0.056242,-0.037863,0.881644,0.042138,0.044624,0.027206,0.978777,0.008617,0.011618,0.010657,0.916851,-0.150622,0.035760,0.062606,-0.162345,0.132881,-0.052876,-0.163686,0.102758,-0.012900,,,,,,
1034,8.616667,-77.642731,-32.982784,30.543571,-0.159144,0.090239,-0.002176,0.000154,-0.050755,-0.056242,-0.037863,0.881644,0.042138,0.044624,0.027206,0.978777,0.008617,0.011618,0.010657,0.916851,-0.150855,0.035766,0.061435,-0.162624,0.132471,-0.054090,-0.163917,0.102542,-0.013918,,,,,,
1035,8.625000,-77.338432,-32.462921,30.806755,-0.159072,0.090482,-0.002406,0.000138,-0.050755,-0.056242,-0.037863,0.854150,0.042138,0.044624,0.027206,0.991757,0.008617,0.011618,0.010657,0.877201,-0.150926,0.035691,0.061060,-0.162449,0.132985,-0.054244,-0.163814,0.102817,-0.014068,,,,,,
1036,8.633333,-76.754753,-31.983860,30.793110,-0.158677,0.091042,-0.001768,0.000133,-0.050755,-0.056242,-0.037863,0.858860,0.042138,0.044624,0.027206,0.988979,0.008617,0.011618,0.010657,0.885242,-0.150888,0.035521,0.061122,-0.161796,0.134094,-0.053153,-0.163319,0.103559,-0.013308,,,,,,
1037,8.641667,-75.859512,-31.082285,31.056665,-0.158276,0.091859,-0.000552,0.000140,-0.050755,-0.056242,-0.037863,0.858860,0.042138,0.044624,0.027206,0.988979,0.008617,0.011618,0.010657,0.885242,-0.150857,0.035374,0.061564,-0.161157,0.135656,-0.051352,-0.162790,0.104587,-0.011896,,,,,,
1038,8.650000,-74.650169,-31.214399,30.420593,-0.157545,0.093458,0.001358,0.000117,-0.050755,-0.056242,-0.037863,0.895345,0.042138,0.044624,0.027206,0.985928,0.008617,0.011618,0.010657,0.895529,-0.150794,0.035254,0.062040,-0.159900,0.138649,-0.048302,-0.161921,0.106505,-0.009688,,,,,,
1039,8.658333,-74.051346,-34.465412,27.986355,-0.156804,0.095197,0.003951,0.000180,-0.050755,-0.056242,-0.037863,0.895345,0.042138,0.044624,0.027206,0.985928,0.008617,0.011618,0.010657,0.895529,-0.150531,0.035140,0.063067,-0.158792,0.142092,-0.044360,-0.161080,0.108370,-0.006862,,,,,,
1040,8.666667,-71.470993,-30.439493,30.499390,-0.156314,0.097033,0.006338,0.000323,-0.050755,-0.056242,-0.037863,0.895775,0.042138,0.044624,0.027206,0.798327,0.008617,0.011618,0.010657,0.858423,-0.150538,0.034999,0.064082,-0.158064,0.145525,-0.041104,-0.160367,0.110524,-0.003927,,,,,,
