,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1254,Unlabeled 1254,Unlabeled 1254,Unlabeled 1256,Unlabeled 1256,Unlabeled 1256
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C4C80","C4C80","C4C80","C4C90","C4C90","C4C90","C4C60","C4C60","C4C60","C4CC0","C4CC0","C4CC0","C4CE0","C4CE0","C4CE0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1041,8.675000,-69.756256,-31.797533,29.776272,-0.155976,0.099165,0.008642,0.000604,-0.050755,-0.056242,-0.037863,0.895775,0.042138,0.044624,0.027206,0.798327,0.008617,0.011618,0.010657,0.858423,-0.150434,0.034862,0.064471,-0.157637,0.149846,-0.037339,-0.159916,0.112671,-0.001124,,,,,,
1042,8.683333,-67.645462,-29.496151,31.073902,-0.155521,0.100828,0.010857,0.000701,-0.050755,-0.056242,-0.037863,0.721843,0.042138,0.044624,0.027206,0.575744,0.008617,0.011618,0.010657,0.735796,-0.150241,0.034904,0.064917,-0.157026,0.152928,-0.033875,-0.159364,0.114518,0.001621,,,,,,
1043,8.691667,-67.077400,-32.253426,28.999226,-0.155014,0.102138,0.013346,0.000716,-0.050755,-0.056242,-0.037863,0.721843,0.042138,0.044624,0.027206,0.575744,0.008617,0.011618,0.010657,0.735796,-0.150172,0.034794,0.065859,-0.156137,0.155425,-0.030034,-0.158809,0.116044,0.004315,,,,,,
1044,8.700000,-65.720245,-32.060566,28.699076,-0.154388,0.103593,0.015496,0.000744,-0.050755,-0.056242,-0.037863,0.649492,0.042138,0.044624,0.027206,0.552925,0.008617,0.011618,0.010657,0.755704,-0.150097,0.034773,0.066307,-0.155110,0.158061,-0.026520,-0.158040,0.117783,0.006808,,,,,,
1045,8.708333,-63.849552,-29.186789,30.116610,-0.154076,0.104616,0.017541,0.000689,-0.050755,-0.056242,-0.037863,0.649492,0.042138,0.044624,0.027206,0.552925,0.008617,0.011618,0.010657,0.755704,-0.150114,0.034800,0.066667,-0.154563,0.159832,-0.023259,-0.157624,0.119076,0.009304,,,,,,
1046,8.716667,-63.616970,-32.247383,27.734167,-0.153564,0.105942,0.019871,0.000654,-0.050755,-0.056242,-0.037863,0.696275,0.042138,0.044624,0.027206,0.634290,0.008617,0.011618,0.010657,0.791672,-0.150068,0.035002,0.067503,-0.153693,0.161993,-0.019534,-0.156998,0.120697,0.011729,,,,,,
1047,8.725000,-62.305588,-31.779739,27.251261,-0.153011,0.107201,0.022427,0.000440,-0.050755,-0.056242,-0.037863,0.696275,0.042138,0.044624,0.027206,0.634290,0.008617,0.011618,0.010657,0.791672,-0.149976,0.035367,0.067836,-0.152641,0.163847,-0.015228,-0.156448,0.122322,0.014716,,,,,,
1048,8.733333,-61.522560,-33.200932,25.251711,-0.152215,0.108439,0.025397,0.000204,-0.050755,-0.056242,-0.037863,0.971612,0.042138,0.044624,0.027206,0.925358,0.008617,0.011618,0.010657,0.915762,-0.149924,0.035486,0.068347,-0.151153,0.165728,-0.010142,-0.155570,0.124094,0.017992,,,,,,
1049,8.741667,-60.073139,-33.696587,24.335262,-0.151671,0.109929,0.028451,0.000142,-0.050755,-0.056242,-0.037863,0.971612,0.042138,0.044624,0.027206,0.925358,0.008617,0.011618,0.010657,0.915762,-0.149981,0.035488,0.068949,-0.150117,0.168317,-0.005075,-0.154919,0.125970,0.021485,,,,,,
1050,8.750000,-59.103054,-37.052452,21.131464,-0.151018,0.112329,0.030489,0.000077,-0.050755,-0.056242,-0.037863,0.949314,0.042138,0.044624,0.027206,0.963955,0.008617,0.011618,0.010657,0.915875,-0.149916,0.035926,0.067403,-0.148967,0.172041,0.000132,-0.154175,0.129012,0.023938,,,,,,
1051,8.758333,-55.097980,-38.757629,18.976431,-0.150671,0.117512,0.028084,0.000138,-0.050755,-0.056242,-0.037863,0.898679,0.042138,0.044624,0.027206,0.971525,0.008617,0.011618,0.010657,0.909348,-0.150397,0.037913,0.057876,-0.147999,0.180005,0.003439,-0.153628,0.134590,0.022951,,,,,,
1052,8.766667,-44.064587,-22.155443,30.239851,-0.150677,0.124484,0.024901,0.000442,-0.050755,-0.056242,-0.037863,0.898679,0.042138,0.044624,0.027206,0.971525,0.008617,0.011618,0.010657,0.909348,-0.151021,0.042703,0.047230,-0.147716,0.189490,0.004961,-0.153315,0.141211,0.022535,,,,,,
1053,8.775000,-43.037941,-27.240967,27.046459,-0.150038,0.129679,0.025930,0.000544,-0.050755,-0.056242,-0.037863,0.936855,0.042138,0.044624,0.027206,0.775045,0.008617,0.011618,0.010657,0.739755,-0.150344,0.047236,0.044789,-0.147003,0.195494,0.008998,-0.152775,0.146284,0.024013,,,,,,
1054,8.783333,-43.853256,-32.045876,23.911261,-0.149007,0.132780,0.029936,0.000436,-0.050755,-0.056242,-0.037863,0.936855,0.042138,0.044624,0.027206,0.775045,0.008617,0.011618,0.010657,0.739755,-0.149126,0.050025,0.047730,-0.146086,0.198627,0.014175,-0.151816,0.149668,0.027911,,,,,,
1055,8.791667,-43.781181,-29.897852,25.892162,-0.147896,0.134173,0.035750,0.000428,-0.050755,-0.056242,-0.037863,0.946935,0.042138,0.044624,0.027206,0.828192,0.008617,0.011618,0.010657,0.805945,-0.147492,0.051735,0.054886,-0.145389,0.199779,0.018756,-0.150817,0.150982,0.033616,,,,,,
1056,8.800000,-47.077023,-34.136990,23.247597,-0.146433,0.134449,0.042927,0.000193,-0.050755,-0.056242,-0.037863,0.946935,0.042138,0.044624,0.027206,0.828192,0.008617,0.011618,0.010657,0.805945,-0.145610,0.052509,0.064874,-0.144223,0.199134,0.024062,-0.149472,0.151682,0.039853,,,,,,
1057,8.808333,-50.462234,-39.660370,19.134714,-0.145094,0.135189,0.048943,0.000194,-0.050755,-0.056242,-0.037863,0.951695,0.042138,0.044624,0.027206,0.943412,0.008617,0.011618,0.010657,0.928974,-0.143817,0.053709,0.072283,-0.143131,0.199581,0.029304,-0.148336,0.152265,0.045248,,,,,,
1058,8.816667,-49.074890,-37.833885,20.971451,-0.144419,0.135904,0.052587,0.000204,-0.050755,-0.056242,-0.037863,0.951695,0.042138,0.044624,0.027206,0.943412,0.008617,0.011618,0.010657,0.928974,-0.142883,0.054340,0.075520,-0.142737,0.200342,0.033163,-0.147639,0.153019,0.049082,,,,,,
1059,8.825000,-46.968838,-34.407513,23.663794,-0.144062,0.136369,0.055408,0.000352,-0.050755,-0.056242,-0.037863,0.956398,0.042138,0.044624,0.027206,0.861816,0.008617,0.011618,0.010657,0.842624,-0.142547,0.054673,0.077471,-0.142315,0.201284,0.036319,-0.147329,0.153136,0.052439,,,,,,
1060,8.833333,-46.353622,-32.314171,24.878159,-0.143768,0.135543,0.059509,0.000414,-0.050755,-0.056242,-0.037863,0.956398,0.042138,0.044624,0.027206,0.861816,0.008617,0.011618,0.010657,0.842624,-0.142611,0.053880,0.081598,-0.141876,0.200438,0.040329,-0.146821,0.152297,0.056605,,,,,,
1061,8.841667,-48.435528,-34.698654,22.765610,-0.143406,0.133124,0.065092,0.000339,-0.050755,-0.056242,-0.037863,0.923720,0.042138,0.044624,0.027206,0.857887,0.008617,0.011618,0.010657,0.868881,-0.142697,0.051648,0.088618,-0.141074,0.197713,0.044938,-0.146461,0.149976,0.061734,,,,,,
1062,8.850000,-49.778637,-33.642879,23.353369,-0.143031,0.129633,0.071664,0.000331,-0.050755,-0.056242,-0.037863,0.923720,0.042138,0.044624,0.027206,0.857887,0.008617,0.011618,0.010657,0.868881,-0.142430,0.049016,0.097454,-0.140595,0.193530,0.049637,-0.146069,0.146343,0.067906,,,,,,
1063,8.858333,-53.115948,-37.337078,20.360590,-0.142378,0.125823,0.078336,0.000302,-0.050755,-0.056242,-0.037863,0.929663,0.042138,0.044624,0.027206,0.873771,0.008617,0.011618,0.010657,0.884868,-0.141930,0.045825,0.106488,-0.139760,0.189141,0.054693,-0.145453,0.142476,0.073840,,,,,,
1064,8.866667,-54.150764,-37.242680,20.471321,-0.141870,0.121427,0.084181,0.000247,-0.050755,-0.056242,-0.037863,0.929663,0.042138,0.044624,0.027206,0.873771,0.008617,0.011618,0.010657,0.884868,-0.141309,0.042054,0.113809,-0.139337,0.184149,0.059387,-0.144967,0.138063,0.079354,,,,,,
1065,8.875000,-54.274899,-35.899792,21.603395,-0.141409,0.116771,0.089200,0.000288,-0.050755,-0.056242,-0.037863,0.950028,0.042138,0.044624,0.027206,0.895807,0.008617,0.011618,0.010657,0.888312,-0.140843,0.037809,0.119924,-0.138940,0.179174,0.063458,-0.144449,0.133313,0.084226,,,,,,
1066,8.883333,-55.235104,-37.973110,20.176790,-0.140345,0.115074,0.092381,0.000508,-0.050755,-0.056242,-0.037863,0.409558,0.042138,0.044624,0.027206,0.853387,0.008617,0.011618,0.010657,0.608993,-0.140642,0.034548,0.124248,-0.137818,0.177562,0.066494,-0.142666,0.132912,0.086506,,,,,,
1067,8.891667,,,,,,,,,,,,,,,,,,,,-0.140840,0.036636,0.121953,-0.139092,0.183233,0.067385,-0.144267,0.133044,0.087086,,,,,,
1068,8.900000,-46.282108,-16.741199,33.925301,-0.141240,0.117456,0.092782,0.000600,-0.050755,-0.056242,-0.037863,0.889326,0.042138,0.044624,0.027206,0.651538,0.008617,0.011618,0.010657,0.687181,-0.140948,0.037101,0.120057,-0.138952,0.181467,0.068637,-0.143852,0.133730,0.089689,,,,,,
1069,8.908333,-60.028450,-48.561661,9.131518,-0.140889,0.117203,0.095725,0.000536,-0.050755,-0.056242,-0.037863,0.889326,0.042138,0.044624,0.027206,0.651538,0.008617,0.011618,0.010657,0.687181,-0.140771,0.035985,0.123524,-0.138187,0.181476,0.073231,-0.143777,0.133997,0.090494,,,,,,
1070,8.916667,-50.889717,-35.532417,22.104792,-0.140343,0.118016,0.096207,0.000953,-0.050755,-0.056242,-0.037863,0.567672,0.042138,0.044624,0.027206,0.487604,0.008617,0.011618,0.010657,0.695846,-0.140596,0.036580,0.123331,-0.137492,0.183139,0.073204,-0.143026,0.134137,0.092183,,,,,,
1071,8.925000,-50.051743,-33.708439,22.929457,-0.140673,0.117494,0.096406,0.000699,-0.050755,-0.056242,-0.037863,0.567672,0.042138,0.044624,0.027206,0.487604,0.008617,0.011618,0.010657,0.695846,-0.141010,0.036403,0.122630,-0.137537,0.182245,0.073951,-0.143519,0.133724,0.092690,,,,,,
1072,8.933333,-49.476532,-27.408447,26.583765,-0.140483,0.116688,0.100058,0.000455,-0.050755,-0.056242,-0.037863,0.950209,0.042138,0.044624,0.027206,0.784715,0.008617,0.011618,0.010657,0.752196,-0.141134,0.036767,0.127714,-0.137074,0.180223,0.076122,-0.143249,0.133052,0.096350,,,,,,
1073,8.941667,-58.916378,-41.997074,15.510646,-0.140496,0.115288,0.105813,0.000704,-0.050755,-0.056242,-0.037863,0.950209,0.042138,0.044624,0.027206,0.784715,0.008617,0.011618,0.010657,0.752196,-0.141324,0.035981,0.138245,-0.137003,0.178371,0.079036,-0.143231,0.131360,0.100240,,,,,,
1074,8.950000,-62.080757,-44.378918,13.210473,-0.140507,0.114610,0.108459,0.000633,-0.050755,-0.056242,-0.037863,0.557341,0.042138,0.044624,0.027206,0.663393,0.008617,0.011618,0.010657,0.817881,-0.141301,0.035932,0.143223,-0.137131,0.176835,0.080158,-0.143170,0.130889,0.102093,,,,,,
1075,8.958333,-57.254196,-37.404415,19.799927,-0.140927,0.114507,0.107338,0.000775,-0.050755,-0.056242,-0.037863,0.557341,0.042138,0.044624,0.027206,0.663393,0.008617,0.011618,0.010657,0.817881,-0.141467,0.036241,0.141011,-0.137729,0.176962,0.079219,-0.143630,0.130216,0.101839,,,,,,
1076,8.966667,-55.382481,-32.437840,23.834412,-0.140805,0.113973,0.106817,0.000706,-0.050755,-0.056242,-0.037863,0.662560,0.042138,0.044624,0.027206,0.583754,0.008617,0.011618,0.010657,0.772321,-0.141424,0.035586,0.141292,-0.137563,0.176226,0.077855,-0.143497,0.129957,0.101387,,,,,,
1077,8.975000,-61.094074,-41.374500,16.519772,-0.141077,0.113401,0.106461,0.000706,-0.050755,-0.056242,-0.037863,0.662560,0.042138,0.044624,0.027206,0.583754,0.008617,0.011618,0.010657,0.772321,-0.141396,0.036007,0.142611,-0.137940,0.175058,0.076609,-0.143952,0.129015,0.100234,,,,,,
1078,8.983333,-55.846432,-23.355953,29.653807,-0.141213,0.111610,0.107722,0.000643,-0.050755,-0.056242,-0.037863,0.917898,0.042138,0.044624,0.027206,0.664313,0.008617,0.011618,0.010657,0.655799,-0.141433,0.036034,0.145963,-0.138282,0.171737,0.075189,-0.143948,0.127006,0.102046,,,,,,
1079,8.991667,-64.863503,-38.702850,19.280573,-0.141204,0.109313,0.111402,0.000427,-0.050755,-0.056242,-0.037863,0.917898,0.042138,0.044624,0.027206,0.664313,0.008617,0.011618,0.010657,0.655799,-0.141161,0.035579,0.154820,-0.138298,0.167397,0.075843,-0.144207,0.124847,0.103615,,,,,,
1080,9.000000,-67.613235,-38.365242,19.910433,-0.141242,0.107372,0.114018,0.000367,-0.050755,-0.056242,-0.037863,0.900052,0.042138,0.044624,0.027206,0.814609,0.008617,0.011618,0.010657,0.852251,-0.140468,0.036647,0.161002,-0.138831,0.163199,0.075511,-0.144448,0.122225,0.105574,,,,,,
1081,9.008333,-69.042328,-36.689651,21.833120,-0.141096,0.104787,0.115374,0.000146,-0.050755,-0.056242,-0.037863,0.943468,0.042138,0.044624,0.027206,0.925195,0.008617,0.011618,0.010657,0.952089,-0.139646,0.036275,0.165399,-0.139223,0.158401,0.074532,-0.144430,0.119659,0.106206,,,,,,
1082,9.016667,,,,,,,,,,,,,,,,,,,,-0.139672,0.036016,0.165498,,,,-0.144682,0.118018,0.103714,,,,,,
1083,9.025000,,,,,,,,,,,,,,,,,,,,-0.139702,0.036029,0.162721,,,,-0.144974,0.116555,0.101284,,,,,,
1084,9.033333,,,,,,,,,,,,,,,,,,,,-0.139788,0.035670,0.163206,,,,-0.145361,0.114906,0.098970,,,,,,
1085,9.041667,,,,,,,,,,,,,,,,,,,,-0.139726,0.036216,0.163235,,,,-0.145924,0.113281,0.096388,,,,,,
1086,9.050000,,,,,,,,,,,,,,,,,,,,-0.139930,0.035770,0.161578,,,,-0.146353,0.111608,0.093940,,,,,,
1087,9.058333,,,,,,,,,,,,,,,,,,,,-0.139875,0.035699,0.160768,,,,-0.146771,0.109850,0.091328,,,,,,
1088,9.066667,,,,,,,,,,,,,,,,,,,,-0.139905,0.036208,0.160144,,,,,,,,,,,,
1089,9.075000,,,,,,,,,,,,,,,,,,,,-0.140292,0.035881,0.158226,,,,,,,,,,,,
1090,9.083333,,,,,,,,,,,,,,,,,,,,-0.140505,0.035938,0.155278,,,,,,,,,,,,
1091,9.091667,,,,,,,,,,,,,,,,,,,,-0.140587,0.035977,0.154810,,,,,,,,,,,,
1092,9.100000,,,,,,,,,,,,,,,,,,,,-0.140630,0.036260,0.154812,,,,,,,,,,,,
1093,9.108333,,,,,,,,,,,,,,,,,,,,-0.140836,0.036091,0.153481,,,,,,,,,,,,
1094,9.116667,,,,,,,,,,,,,,,,,,,,-0.140829,0.035982,0.153693,,,,,,,,,,,,
1095,9.125000,,,,,,,,,,,,,,,,,,,,-0.140908,0.036362,0.153354,,,,,,,,,,,,
1096,9.133333,,,,,,,,,,,,,,,,,,,,-0.140925,0.035914,0.151732,,,,,,,,,,,,
1097,9.141667,,,,,,,,,,,,,,,,,,,,-0.140997,0.035670,0.151602,,,,,,,,,,,,
1098,9.150000,,,,,,,,,,,,,,,,,,,,-0.141041,0.035852,0.151427,,,,,,,,,,,,
1099,9.158333,,,,,,,,,,,,,,,,,,,,-0.140925,0.035372,0.152030,,,,,,,,,,,,
1100,9.166667,,,,,,,,,,,,,,,,,,,,-0.140912,0.035620,0.153792,,,,-0.144375,0.117726,0.092906,,,,,,
1101,9.175000,-68.440529,-36.495010,21.481672,-0.141311,0.105235,0.104848,0.000659,-0.050755,-0.056242,-0.037863,0.943468,0.042138,0.044624,0.027206,0.925195,0.008617,0.011618,0.010657,0.952089,-0.140893,0.035714,0.154200,-0.138813,0.160339,0.064287,-0.144276,0.119552,0.096127,,,,,,
1102,9.183333,-64.186554,-30.494390,25.790268,-0.141103,0.106595,0.107647,0.000624,-0.050755,-0.056242,-0.037863,0.696997,0.042138,0.044624,0.027206,0.619335,0.008617,0.011618,0.010657,0.794762,-0.141010,0.035194,0.154798,-0.138463,0.162929,0.068622,-0.143902,0.121529,0.099609,,,,,,
1103,9.191667,-64.766907,-35.360729,21.565569,-0.140566,0.108141,0.110918,0.000523,-0.050755,-0.056242,-0.037863,0.696997,0.042138,0.044624,0.027206,0.619335,0.008617,0.011618,0.010657,0.794762,-0.140875,0.035698,0.155752,-0.137539,0.165341,0.074011,-0.143321,0.123305,0.103041,,,,,,
1104,9.200000,-63.671822,-36.311474,20.385603,-0.140040,0.109426,0.113774,0.000626,-0.050755,-0.056242,-0.037863,0.706109,0.042138,0.044624,0.027206,0.634297,0.008617,0.011618,0.010657,0.794432,-0.140991,0.035360,0.156528,-0.136423,0.168093,0.078497,-0.142770,0.124696,0.106378,,,,,,
1105,9.208333,-60.878147,-33.165474,22.446218,-0.139692,0.110465,0.116268,0.000569,-0.050755,-0.056242,-0.037863,0.706109,0.042138,0.044624,0.027206,0.634297,0.008617,0.011618,0.010657,0.794432,-0.140973,0.035377,0.156873,-0.135912,0.169814,0.082591,-0.142244,0.126097,0.109405,,,,,,
1106,9.216667,-60.005527,-34.477901,20.921631,-0.139234,0.111806,0.119452,0.000475,-0.050755,-0.056242,-0.037863,0.845406,0.042138,0.044624,0.027206,0.752528,0.008617,0.011618,0.010657,0.819663,-0.140802,0.035779,0.157594,-0.135094,0.171951,0.087763,-0.141839,0.127620,0.113040,,,,,,
1107,9.225000,-59.716850,-37.230892,18.180418,-0.138961,0.113030,0.123076,0.000295,-0.050755,-0.056242,-0.037863,0.845406,0.042138,0.044624,0.027206,0.752528,0.008617,0.011618,0.010657,0.819663,-0.140822,0.035810,0.158543,-0.134576,0.173845,0.093811,-0.141503,0.129392,0.116898,,,,,,
1108,9.233333,-56.657398,-34.723003,19.478813,-0.138477,0.114239,0.126605,0.000125,-0.050755,-0.056242,-0.037863,0.940600,0.042138,0.044624,0.027206,0.939991,0.008617,0.011618,0.010657,0.959266,-0.140740,0.036149,0.158727,-0.133753,0.175512,0.099898,-0.140924,0.131085,0.121176,,,,,,
1109,9.241667,-57.413853,-40.468750,14.227101,-0.138006,0.116443,0.129330,0.000090,-0.050755,-0.056242,-0.037863,0.940600,0.042138,0.044624,0.027206,0.939991,0.008617,0.011618,0.010657,0.959266,-0.140446,0.036631,0.157974,-0.133069,0.178968,0.105842,-0.140503,0.133727,0.124175,,,,,,
1110,9.250000,-50.214226,-34.985394,18.965427,-0.137293,0.120834,0.129694,0.000074,-0.050755,-0.056242,-0.037863,0.958764,0.042138,0.044624,0.027206,0.963672,0.008617,0.011618,0.010657,0.924091,-0.140036,0.039203,0.152561,-0.132230,0.184828,0.110373,-0.139614,0.138467,0.126151,,,,,,
1111,9.258333,-46.512650,-34.300930,19.551582,-0.136661,0.126038,0.130848,0.000382,-0.050755,-0.056242,-0.037863,0.947109,0.042138,0.044624,0.027206,0.870439,0.008617,0.011618,0.010657,0.819941,-0.139354,0.043523,0.148840,-0.131522,0.191624,0.115073,-0.139106,0.142968,0.128630,,,,,,
1112,9.266667,-45.738228,-35.613174,18.805918,-0.136107,0.129889,0.134657,0.000211,-0.050755,-0.056242,-0.037863,0.947109,0.042138,0.044624,0.027206,0.870439,0.008617,0.011618,0.010657,0.819941,-0.138372,0.046972,0.150819,-0.131378,0.195433,0.120537,-0.138560,0.147280,0.132607,,,,,,
1113,9.275000,-44.903900,-35.407131,19.502460,-0.135620,0.132915,0.139891,0.000268,-0.050755,-0.056242,-0.037863,0.967085,0.042138,0.044624,0.027206,0.905534,0.008617,0.011618,0.010657,0.884679,-0.137478,0.049762,0.155528,-0.131144,0.198847,0.126079,-0.138241,0.150128,0.138070,,,,,,
1114,9.283333,-46.409763,-37.100773,18.513479,-0.134880,0.134312,0.146792,0.000293,-0.050755,-0.056242,-0.037863,0.967085,0.042138,0.044624,0.027206,0.905534,0.008617,0.011618,0.010657,0.884679,-0.136261,0.051458,0.163686,-0.130748,0.200063,0.132062,-0.137627,0.151415,0.144624,,,,,,
1115,9.291667,-49.923264,-41.259632,14.993010,-0.133888,0.134917,0.153950,0.000127,-0.050755,-0.056242,-0.037863,0.977074,0.042138,0.044624,0.027206,0.944172,0.008617,0.011618,0.010657,0.940769,-0.134849,0.052398,0.172583,-0.130106,0.200004,0.138267,-0.136697,0.152366,0.150991,,,,,,
1116,9.300000,-50.156261,-41.552593,14.984913,-0.133253,0.135566,0.159695,0.000172,-0.050755,-0.056242,-0.037863,0.977074,0.042138,0.044624,0.027206,0.944172,0.008617,0.011618,0.010657,0.940769,-0.133965,0.053153,0.178643,-0.129649,0.200698,0.143728,-0.136135,0.152863,0.156703,,,,,,
1117,9.308333,-48.155609,-38.664085,17.709846,-0.132978,0.136005,0.164324,0.000151,-0.050755,-0.056242,-0.037863,0.941626,0.042138,0.044624,0.027206,0.946875,0.008617,0.011618,0.010657,0.947462,-0.133650,0.053605,0.182907,-0.129422,0.201082,0.148442,-0.135847,0.153356,0.161606,,,,,,
1118,9.316667,-48.622719,-39.198738,16.950336,-0.133140,0.135933,0.169308,0.000289,-0.050755,-0.056242,-0.037863,0.941626,0.042138,0.044624,0.027206,0.946875,0.008617,0.011618,0.010657,0.947462,-0.134101,0.053584,0.187866,-0.129299,0.201284,0.153381,-0.136006,0.152953,0.166664,,,,,,
1119,9.325000,-48.806133,-37.862453,17.690775,-0.133486,0.134351,0.175417,0.000253,-0.050755,-0.056242,-0.037863,0.940809,0.042138,0.044624,0.027206,0.939695,0.008617,0.011618,0.010657,0.889634,-0.134909,0.052194,0.194945,-0.129301,0.199442,0.158670,-0.136240,0.151433,0.172627,,,,,,
1120,9.333333,-51.267700,-39.126484,16.000929,-0.133585,0.131682,0.182630,0.000210,-0.050755,-0.056242,-0.037863,0.940809,0.042138,0.044624,0.027206,0.939695,0.008617,0.011618,0.010657,0.889634,-0.135563,0.049912,0.204185,-0.128965,0.196327,0.164428,-0.136219,0.148814,0.179273,,,,,,
1121,9.341667,-53.756248,-40.259491,14.643559,-0.133531,0.128160,0.190111,0.000204,-0.050755,-0.056242,-0.037863,0.970726,0.042138,0.044624,0.027206,0.948528,0.008617,0.011618,0.010657,0.923402,-0.135794,0.046949,0.213963,-0.128728,0.192265,0.170228,-0.136067,0.145267,0.186139,,,,,,
1122,9.350000,-55.098297,-40.274708,14.462130,-0.133422,0.124338,0.197111,0.000199,-0.050755,-0.056242,-0.037863,0.970726,0.042138,0.044624,0.027206,0.948528,0.008617,0.011618,0.010657,0.923402,-0.135740,0.043767,0.222612,-0.128515,0.187960,0.175892,-0.136003,0.141296,0.192821,,,,,,
1123,9.358333,-56.042633,-40.271954,14.440132,-0.133430,0.120014,0.203637,0.000168,-0.050755,-0.056242,-0.037863,0.977593,0.042138,0.044624,0.027206,0.959084,0.008617,0.011618,0.010657,0.936974,-0.135813,0.039794,0.230487,-0.128495,0.183258,0.181395,-0.135973,0.136998,0.199023,,,,,,
1124,9.366667,-55.777557,-39.218361,15.357182,-0.133292,0.116384,0.208967,0.000240,-0.050755,-0.056242,-0.037863,0.977593,0.042138,0.044624,0.027206,0.959084,0.008617,0.011618,0.010657,0.936974,-0.136227,0.035732,0.236711,-0.128390,0.179300,0.186366,-0.135281,0.134072,0.203849,,,,,,
1125,9.375000,,,,,,,,,,,,,,,,,,,,-0.136022,0.036328,0.236534,,,,-0.135501,0.134674,0.206034,,,,,,
1126,9.383333,-51.386959,-38.509968,17.192162,-0.133887,0.119676,0.209757,0.001037,-0.050755,-0.056242,-0.037863,0.809396,0.042138,0.044624,0.027206,0.536226,0.008617,0.011618,0.010657,0.553469,-0.135926,0.038033,0.232919,-0.129375,0.185563,0.189846,-0.136399,0.135339,0.206552,,,,,,
1127,9.391667,-48.171127,-32.727158,21.258177,-0.133270,0.119092,0.213667,0.000229,-0.050755,-0.056242,-0.037863,0.809396,0.042138,0.044624,0.027206,0.536226,0.008617,0.011618,0.010657,0.553469,-0.135854,0.036885,0.235812,-0.128436,0.183764,0.194726,-0.135546,0.136569,0.210492,,,,,,
1128,9.400000,-75.969025,-58.143604,-15.341818,-0.133351,0.119815,0.215715,0.000853,-0.050755,-0.056242,-0.037863,0.545775,0.042138,0.044624,0.027206,0.528560,0.008617,0.011618,0.010657,0.737376,-0.136142,0.036854,0.238045,-0.128343,0.186231,0.198066,-0.135651,0.136169,0.211126,,,,,,
1129,9.408333,-46.270309,-30.715590,22.686352,-0.133250,0.119968,0.216232,0.000732,-0.050755,-0.056242,-0.037863,0.545775,0.042138,0.044624,0.027206,0.528560,0.008617,0.011618,0.010657,0.737376,-0.136242,0.037320,0.237007,-0.128008,0.186035,0.197957,-0.135549,0.136431,0.213789,,,,,,
