Format Version,1.23,Take Name,BeigeRubber_240610_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 10.55.03.015 AM,Capture Start Frame,442731,Total Frames in Take,2249,Total Exported Frames,2249,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1223,10.191667,-51.154022,-5.180679,54.677715,-0.364547,0.112460,-0.465860,0.000382,-0.050755,-0.056242,-0.037863,0.679658,0.042138,0.044624,0.027206,0.675442,0.008617,0.011618,0.010657,0.911390,-0.343910,0.038780,-0.431414,-0.379372,0.169739,-0.496311,-0.370281,0.129001,-0.469903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,10.200000,-46.101601,-17.146835,46.836494,-0.364421,0.116286,-0.466362,0.000365,-0.050755,-0.056242,-0.037863,0.690885,0.042138,0.044624,0.027206,0.794825,0.008617,0.011618,0.010657,0.901531,-0.346683,0.039796,-0.436029,-0.376494,0.175825,-0.493032,-0.370025,0.133351,-0.470062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,10.208333,-43.536659,-7.621046,48.920109,-0.365618,0.121743,-0.468599,0.000205,-0.050755,-0.056242,-0.037863,0.824636,0.042138,0.044624,0.027206,0.908992,0.008617,0.011618,0.010657,0.938027,-0.351222,0.042734,-0.443296,-0.375348,0.183791,-0.491603,-0.370239,0.138781,-0.470921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,10.216667,-46.173958,16.844027,60.038601,-0.365195,0.125404,-0.468666,0.000445,-0.050755,-0.056242,-0.037863,0.779814,0.042138,0.044624,0.027206,0.784206,0.008617,0.011618,0.010657,0.572930,-0.353264,0.045139,-0.446697,-0.373641,0.189200,-0.489809,-0.368665,0.141906,-0.469497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,10.225000,-41.093742,-7.663197,46.932880,-0.362131,0.126353,-0.465066,0.000273,-0.050755,-0.056242,-0.037863,0.779814,0.042138,0.044624,0.027206,0.784206,0.008617,0.011618,0.010657,0.572930,-0.350079,0.046135,-0.443350,-0.369965,0.189339,-0.485256,-0.366289,0.143700,-0.466626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,10.233333,-41.574387,-4.311094,48.802864,-0.358875,0.127107,-0.460892,0.000295,-0.050755,-0.056242,-0.037863,0.742130,0.042138,0.044624,0.027206,0.821471,0.008617,0.011618,0.010657,0.949061,-0.346560,0.047028,-0.438940,-0.366947,0.190325,-0.481356,-0.363063,0.144070,-0.462409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,10.241667,-43.085243,0.032841,51.778431,-0.355270,0.126738,-0.456263,0.000260,-0.050755,-0.056242,-0.037863,0.766665,0.042138,0.044624,0.027206,0.962897,0.008617,0.011618,0.010657,0.823766,-0.341948,0.047037,-0.433162,-0.364303,0.189533,-0.477871,-0.359516,0.143729,-0.457779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,10.250000,-42.264774,-13.030290,46.155422,-0.351767,0.125920,-0.451531,0.000281,-0.050755,-0.056242,-0.037863,0.742409,0.042138,0.044624,0.027206,0.788910,0.008617,0.011618,0.010657,0.970581,-0.337335,0.046774,-0.427388,-0.361288,0.187980,-0.473466,-0.356608,0.143132,-0.453776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,10.258333,-42.275337,-11.347013,46.944382,-0.349229,0.125313,-0.448385,0.000221,-0.050755,-0.056242,-0.037863,0.742409,0.042138,0.044624,0.027206,0.788910,0.008617,0.011618,0.010657,0.970581,-0.334960,0.046001,-0.424353,-0.358665,0.187681,-0.470279,-0.354012,0.142352,-0.450551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,10.266667,-42.781288,-3.367643,50.439911,-0.347410,0.123769,-0.445807,0.000264,-0.050755,-0.056242,-0.037863,0.774021,0.042138,0.044624,0.027206,0.936790,0.008617,0.011618,0.010657,0.860590,-0.333652,0.044239,-0.422373,-0.356733,0.186459,-0.467472,-0.351796,0.140699,-0.447601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,10.275000,-43.359627,-1.651778,51.022732,-0.345253,0.120819,-0.442012,0.000309,-0.050755,-0.056242,-0.037863,0.683130,0.042138,0.044624,0.027206,0.911761,0.008617,0.011618,0.010657,0.806173,-0.331621,0.041627,-0.418232,-0.354421,0.183272,-0.464105,-0.349653,0.137681,-0.443735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,10.283333,-42.626328,-19.475510,43.213448,-0.342200,0.118474,-0.437958,0.000237,-0.050755,-0.056242,-0.037863,0.683130,0.042138,0.044624,0.027206,0.911761,0.008617,0.011618,0.010657,0.806173,-0.328336,0.038641,-0.412472,-0.351428,0.180660,-0.460481,-0.346840,0.136114,-0.440919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,10.291667,-41.444229,-18.021744,44.298584,-0.341687,0.119920,-0.437123,0.000788,-0.050755,-0.056242,-0.037863,0.914369,0.042138,0.044624,0.027206,0.874305,0.008617,0.011618,0.010657,0.790564,-0.328404,0.038725,-0.412733,-0.350389,0.184426,-0.458805,-0.346383,0.136387,-0.439765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,10.300000,-45.650154,15.115304,59.578430,-0.342562,0.120731,-0.437594,0.000510,-0.050755,-0.056242,-0.037863,0.974813,0.042138,0.044624,0.027206,0.554947,0.008617,0.011618,0.010657,0.543509,-0.330462,0.039823,-0.415547,-0.350939,0.185282,-0.458581,-0.346331,0.137007,-0.438626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,10.308333,-41.106976,-5.717243,48.070492,-0.341216,0.120498,-0.435772,0.000208,-0.050755,-0.056242,-0.037863,0.897789,0.042138,0.044624,0.027206,0.965304,0.008617,0.011618,0.010657,0.897786,-0.329355,0.039830,-0.414079,-0.349016,0.184130,-0.455879,-0.345257,0.137570,-0.437368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,10.316667,-40.254013,-16.763775,43.322453,-0.339955,0.121008,-0.434510,0.000580,-0.050755,-0.056242,-0.037863,0.897789,0.042138,0.044624,0.027206,0.965304,0.008617,0.011618,0.010657,0.897786,-0.328234,0.039392,-0.412485,-0.347388,0.185766,-0.454356,-0.344310,0.137732,-0.436651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,10.325000,-41.682823,1.766148,51.763363,-0.340187,0.121017,-0.434915,0.000470,-0.050755,-0.056242,-0.037863,0.719245,0.042138,0.044624,0.027206,0.714120,0.008617,0.011618,0.010657,0.830185,-0.328936,0.039510,-0.413581,-0.347538,0.185814,-0.454941,-0.344136,0.137629,-0.436191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,10.333333,-41.301258,-0.357946,50.122116,-0.339987,0.120994,-0.434541,0.000241,-0.050755,-0.056242,-0.037863,0.941029,0.042138,0.044624,0.027206,0.877246,0.008617,0.011618,0.010657,0.818604,-0.329014,0.039900,-0.413448,-0.347117,0.185114,-0.454428,-0.343831,0.137969,-0.435746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,10.341667,-41.652126,-2.466605,49.572701,-0.339276,0.121118,-0.432974,0.000436,-0.050755,-0.056242,-0.037863,0.940687,0.042138,0.044624,0.027206,0.761216,0.008617,0.011618,0.010657,0.700510,-0.327717,0.040363,-0.410934,-0.346642,0.185428,-0.453469,-0.343481,0.137540,-0.434510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,10.350000,-43.074806,-5.833863,49.290535,-0.337931,0.119810,-0.430877,0.000327,-0.050755,-0.056242,-0.037863,0.940687,0.042138,0.044624,0.027206,0.761216,0.008617,0.011618,0.010657,0.700510,-0.324895,0.039604,-0.406175,-0.346633,0.183160,-0.453345,-0.342303,0.136599,-0.433089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,10.358333,-42.724995,-23.033754,42.041187,-0.338218,0.119346,-0.430830,0.000336,-0.050755,-0.056242,-0.037863,0.894619,0.042138,0.044624,0.027206,0.797757,0.008617,0.011618,0.010657,0.860795,-0.324173,0.039208,-0.404696,-0.347372,0.182305,-0.453748,-0.343173,0.136405,-0.434010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,10.366667,-46.339195,9.319581,57.130737,-0.339877,0.119471,-0.433240,0.000448,-0.050755,-0.056242,-0.037863,0.964092,0.042138,0.044624,0.027206,0.672481,0.008617,0.011618,0.010657,0.634022,-0.326547,0.039742,-0.408231,-0.349139,0.182821,-0.456358,-0.343969,0.135804,-0.435114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,10.375000,-44.597591,-3.377580,51.360634,-0.340530,0.118477,-0.434159,0.000289,-0.050755,-0.056242,-0.037863,0.968578,0.042138,0.044624,0.027206,0.820263,0.008617,0.011618,0.010657,0.821731,-0.326171,0.039202,-0.407978,-0.350316,0.181095,-0.457924,-0.345123,0.135095,-0.436561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,10.383333,-44.881737,-11.500131,48.700893,-0.341113,0.117918,-0.435008,0.000373,-0.050755,-0.056242,-0.037863,0.968578,0.042138,0.044624,0.027206,0.820263,0.008617,0.011618,0.010657,0.821731,-0.325388,0.039308,-0.406732,-0.351842,0.179963,-0.460119,-0.346147,0.134409,-0.438150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,10.391667,-46.607204,-4.272953,52.759171,-0.342729,0.117400,-0.437114,0.000438,-0.050755,-0.056242,-0.037863,0.891724,0.042138,0.044624,0.027206,0.709041,0.008617,0.011618,0.010657,0.771822,-0.326187,0.039353,-0.408029,-0.354199,0.179185,-0.463133,-0.347840,0.133585,-0.440154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,10.400000,-48.208080,-1.563855,54.622929,-0.344379,0.116165,-0.439112,0.000288,-0.050755,-0.056242,-0.037863,0.973597,0.042138,0.044624,0.027206,0.829344,0.008617,0.011618,0.010657,0.804097,-0.326883,0.039094,-0.408853,-0.356777,0.176905,-0.466159,-0.349488,0.132474,-0.442315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,10.408333,-48.651440,-7.343429,53.292862,-0.345707,0.115048,-0.440918,0.000405,-0.050755,-0.056242,-0.037863,0.973597,0.042138,0.044624,0.027206,0.829344,0.008617,0.011618,0.010657,0.804097,-0.326599,0.038851,-0.408467,-0.359219,0.175140,-0.469527,-0.351347,0.131066,-0.444729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,10.416667,-50.447426,-5.612414,55.249023,-0.347602,0.113909,-0.443352,0.000407,-0.050755,-0.056242,-0.037863,0.864372,0.042138,0.044624,0.027206,0.740839,0.008617,0.011618,0.010657,0.828453,-0.327095,0.038796,-0.409140,-0.362348,0.173022,-0.473381,-0.353416,0.129814,-0.447499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,10.425000,-52.354584,-3.603801,56.926167,-0.349854,0.112387,-0.446011,0.000295,-0.050755,-0.056242,-0.037863,0.955948,0.042138,0.044624,0.027206,0.827115,0.008617,0.011618,0.010657,0.780617,-0.328026,0.038877,-0.410360,-0.365602,0.170204,-0.477343,-0.355943,0.128067,-0.450324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,10.433333,-52.921505,-8.809410,55.794674,-0.351784,0.110921,-0.448521,0.000177,-0.050755,-0.056242,-0.037863,0.978962,0.042138,0.044624,0.027206,0.917033,0.008617,0.011618,0.010657,0.896016,-0.328211,0.038979,-0.410694,-0.368886,0.167194,-0.481398,-0.358257,0.126583,-0.453468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,10.441667,-55.455311,-7.685384,57.680599,-0.353722,0.108802,-0.450804,0.000228,-0.050755,-0.056242,-0.037863,0.978962,0.042138,0.044624,0.027206,0.917033,0.008617,0.011618,0.010657,0.896016,-0.328042,0.039352,-0.410687,-0.372421,0.162992,-0.485649,-0.360662,0.124135,-0.456104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,10.450000,-56.597729,-11.987694,57.165634,-0.355550,0.106517,-0.453041,0.000236,-0.050755,-0.056242,-0.037863,0.811612,0.042138,0.044624,0.027206,0.982992,0.008617,0.011618,0.010657,0.848223,-0.327938,0.039335,-0.410405,-0.375657,0.158646,-0.489741,-0.362999,0.121663,-0.459012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,10.458333,-56.334652,-19.702150,55.178436,-0.358329,0.104233,-0.456240,0.000223,-0.050755,-0.056242,-0.037863,0.800189,0.042138,0.044624,0.027206,0.880797,0.008617,0.011618,0.010657,0.948767,-0.328962,0.039105,-0.411665,-0.379554,0.154934,-0.494226,-0.366409,0.118762,-0.462868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,10.466667,-59.637810,-11.969055,59.139801,-0.362203,0.101890,-0.460870,0.000391,-0.050755,-0.056242,-0.037863,0.681475,0.042138,0.044624,0.027206,0.810086,0.008617,0.011618,0.010657,0.889690,-0.331894,0.038246,-0.415280,-0.384423,0.151028,-0.499943,-0.370194,0.116554,-0.467450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,10.475000,-63.614491,-5.039656,63.099331,-0.365262,0.099502,-0.464433,0.000507,-0.050755,-0.056242,-0.037863,0.681475,0.042138,0.044624,0.027206,0.810086,0.008617,0.011618,0.010657,0.889690,-0.333876,0.037884,-0.417563,-0.388508,0.147256,-0.504875,-0.373274,0.113574,-0.470945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,10.483333,-62.050560,-16.976669,59.272511,-0.366489,0.097172,-0.466144,0.000538,-0.050755,-0.056242,-0.037863,0.521877,0.042138,0.044624,0.027206,0.848580,0.008617,0.011618,0.010657,0.720645,-0.333141,0.038237,-0.416805,-0.390880,0.142402,-0.507972,-0.375298,0.111100,-0.473747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,10.491667,-61.499973,-24.052067,57.745480,-0.368669,0.095140,-0.468709,0.000438,-0.050755,-0.056242,-0.037863,0.623283,0.042138,0.044624,0.027206,0.726092,0.008617,0.011618,0.010657,0.946352,-0.333811,0.038443,-0.417757,-0.394060,0.138965,-0.511595,-0.377987,0.108228,-0.476865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,10.500000,-68.121208,-9.700453,64.306755,-0.371169,0.092600,-0.471735,0.000705,-0.050755,-0.056242,-0.037863,0.451948,0.042138,0.044624,0.027206,0.709725,0.008617,0.011618,0.010657,0.784750,-0.335496,0.037949,-0.419820,-0.397672,0.134329,-0.516015,-0.380131,0.105815,-0.479492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,10.508333,-66.688087,-17.579348,61.342941,-0.372222,0.091098,-0.473243,0.000827,-0.050755,-0.056242,-0.037863,0.451948,0.042138,0.044624,0.027206,0.709725,0.008617,0.011618,0.010657,0.784750,-0.335734,0.038537,-0.420069,-0.398936,0.131255,-0.518116,-0.381723,0.103876,-0.481701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,10.516667,-64.779190,-26.077009,58.924324,-0.373247,0.090040,-0.474533,0.000755,-0.050755,-0.056242,-0.037863,0.450368,0.042138,0.044624,0.027206,0.579816,0.008617,0.011618,0.010657,0.899371,-0.335853,0.038780,-0.420339,-0.400365,0.129382,-0.519853,-0.383266,0.102299,-0.483551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,10.525000,-69.406639,-15.730452,63.477947,-0.374934,0.088490,-0.476224,0.000827,-0.050755,-0.056242,-0.037863,0.338815,0.042138,0.044624,0.027206,0.636789,0.008617,0.011618,0.010657,0.800462,-0.336938,0.038599,-0.421693,-0.402923,0.126654,-0.522317,-0.384641,0.100608,-0.484822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,10.533333,-69.657394,-17.155394,63.645931,-0.375415,0.087254,-0.476731,0.000779,-0.050755,-0.056242,-0.037863,0.338815,0.042138,0.044624,0.027206,0.636789,0.008617,0.011618,0.010657,0.800462,-0.336692,0.038234,-0.421556,-0.403961,0.124523,-0.523191,-0.385314,0.099359,-0.485591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,10.541667,-67.725655,-23.133930,61.666302,-0.375384,0.086858,-0.476868,0.000704,-0.050755,-0.056242,-0.037863,0.438425,0.042138,0.044624,0.027206,0.647029,0.008617,0.011618,0.010657,0.852823,-0.336316,0.038399,-0.421279,-0.404051,0.123888,-0.523386,-0.385513,0.098628,-0.486080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,10.550000,-70.971100,-15.377348,64.736275,-0.375675,0.086408,-0.477299,0.000706,-0.050755,-0.056242,-0.037863,0.490928,0.042138,0.044624,0.027206,0.705918,0.008617,0.011618,0.010657,0.852445,-0.336681,0.037956,-0.421672,-0.404611,0.123199,-0.524168,-0.385476,0.098389,-0.486188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,10.558333,-69.563896,-18.051580,63.253407,-0.375190,0.086884,-0.476919,0.000762,-0.050755,-0.056242,-0.037863,0.448368,0.042138,0.044624,0.027206,0.657704,0.008617,0.011618,0.010657,0.850474,-0.336505,0.038091,-0.421472,-0.403641,0.124018,-0.523571,-0.385149,0.098889,-0.485855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,10.566667,-67.994926,-20.140507,61.687244,-0.374187,0.088105,-0.476086,0.000764,-0.050755,-0.056242,-0.037863,0.448368,0.042138,0.044624,0.027206,0.657704,0.008617,0.011618,0.010657,0.850474,-0.336250,0.038293,-0.421111,-0.401930,0.126180,-0.522300,-0.384104,0.100201,-0.484997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,10.575000,-68.588432,-15.948780,62.691608,-0.373133,0.089128,-0.474981,0.000731,-0.050755,-0.056242,-0.037863,0.416446,0.042138,0.044624,0.027206,0.627940,0.008617,0.011618,0.010657,0.857722,-0.336013,0.038015,-0.420748,-0.400460,0.128253,-0.520799,-0.382667,0.101462,-0.483541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,10.583333,-66.919746,-18.170486,61.681602,-0.372143,0.090003,-0.473463,0.000573,-0.050755,-0.056242,-0.037863,0.583779,0.042138,0.044624,0.027206,0.699779,0.008617,0.011618,0.010657,0.905492,-0.335394,0.037471,-0.419601,-0.399212,0.130038,-0.518764,-0.381637,0.102749,-0.482130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,10.591667,-66.881470,-14.316459,62.546501,-0.370886,0.092002,-0.472156,0.000454,-0.050755,-0.056242,-0.037863,0.624155,0.042138,0.044624,0.027206,0.808902,0.008617,0.011618,0.010657,0.861530,-0.335140,0.037563,-0.419409,-0.397339,0.133731,-0.516794,-0.380034,0.104916,-0.480348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,10.600000,-64.746460,-15.800957,61.126438,-0.369461,0.093871,-0.470648,0.000300,-0.050755,-0.056242,-0.037863,0.624155,0.042138,0.044624,0.027206,0.808902,0.008617,0.011618,0.010657,0.861530,-0.334831,0.037322,-0.419029,-0.395050,0.137449,-0.514323,-0.378400,0.106988,-0.478654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,10.608333,-65.237999,-12.007179,62.585899,-0.368437,0.095084,-0.469325,0.000219,-0.050755,-0.056242,-0.037863,0.723970,0.042138,0.044624,0.027206,0.877291,0.008617,0.011618,0.010657,0.889978,-0.334409,0.037103,-0.418252,-0.393813,0.139859,-0.512621,-0.377063,0.108329,-0.477115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,10.616667,-67.972198,-3.022798,66.784119,-0.367690,0.096341,-0.468188,0.000392,-0.050755,-0.056242,-0.037863,0.941039,0.042138,0.044624,0.027206,0.710056,0.008617,0.011618,0.010657,0.740110,-0.334165,0.036847,-0.417848,-0.392979,0.142355,-0.511210,-0.375990,0.109732,-0.475468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,10.625000,-66.008392,-4.054529,65.306961,-0.366400,0.097805,-0.466620,0.000300,-0.050755,-0.056242,-0.037863,0.971510,0.042138,0.044624,0.027206,0.799801,0.008617,0.011618,0.010657,0.761231,-0.333851,0.037024,-0.417557,-0.390834,0.144886,-0.508594,-0.374539,0.111476,-0.473696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,10.633333,-62.715748,-9.232887,62.006207,-0.365012,0.099404,-0.464979,0.000264,-0.050755,-0.056242,-0.037863,0.971510,0.042138,0.044624,0.027206,0.799801,0.008617,0.011618,0.010657,0.761231,-0.333418,0.037326,-0.416917,-0.388501,0.147649,-0.505991,-0.373133,0.113218,-0.472018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,10.641667,-62.752392,-5.824076,62.542362,-0.363686,0.100937,-0.463589,0.000262,-0.050755,-0.056242,-0.037863,0.880751,0.042138,0.044624,0.027206,0.903183,0.008617,0.011618,0.010657,0.792581,-0.333246,0.037730,-0.416672,-0.386318,0.150022,-0.503816,-0.371477,0.115087,-0.470288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,10.650000,-60.262383,-8.901371,59.917145,-0.362351,0.102268,-0.461945,0.000240,-0.050755,-0.056242,-0.037863,0.813202,0.042138,0.044624,0.027206,0.963878,0.008617,0.011618,0.010657,0.872361,-0.333161,0.037718,-0.416376,-0.383894,0.152307,-0.501007,-0.369949,0.116858,-0.468484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,10.658333,-58.432503,-10.416453,57.889694,-0.360652,0.103912,-0.460166,0.000318,-0.050755,-0.056242,-0.037863,0.813202,0.042138,0.044624,0.027206,0.963878,0.008617,0.011618,0.010657,0.872361,-0.332841,0.038090,-0.416039,-0.380945,0.154918,-0.498097,-0.368086,0.118866,-0.466415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,10.666667,-56.076942,-13.322342,55.365215,-0.359119,0.105745,-0.458118,0.000387,-0.050755,-0.056242,-0.037863,0.706242,0.042138,0.044624,0.027206,0.853029,0.008617,0.011618,0.010657,0.883260,-0.332671,0.038354,-0.415743,-0.378191,0.157992,-0.494566,-0.366401,0.121052,-0.464109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,10.675000,-53.677898,-15.683332,52.690998,-0.357539,0.108394,-0.456320,0.000525,-0.050755,-0.056242,-0.037863,0.621817,0.042138,0.044624,0.027206,0.673244,0.008617,0.011618,0.010657,0.900191,-0.332941,0.039043,-0.416220,-0.375012,0.162055,-0.490877,-0.364559,0.124272,-0.461935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,10.683333,-49.808918,-20.305725,48.570026,-0.357460,0.112125,-0.456642,0.000309,-0.050755,-0.056242,-0.037863,0.746980,0.042138,0.044624,0.027206,0.785259,0.008617,0.011618,0.010657,0.960020,-0.335666,0.039445,-0.420456,-0.372546,0.168866,-0.487889,-0.364102,0.128186,-0.461625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,10.691667,-46.927422,-11.747411,49.565479,-0.358823,0.116282,-0.459002,0.000271,-0.050755,-0.056242,-0.037863,0.746980,0.042138,0.044624,0.027206,0.785259,0.008617,0.011618,0.010657,0.960020,-0.341074,0.039730,-0.428269,-0.371099,0.175881,-0.486231,-0.364258,0.133305,-0.462530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,10.700000,-44.168709,-1.810232,51.196396,-0.360448,0.121977,-0.461704,0.000216,-0.050755,-0.056242,-0.037863,0.865810,0.042138,0.044624,0.027206,0.851018,0.008617,0.011618,0.010657,0.928194,-0.346785,0.042780,-0.436663,-0.369719,0.184237,-0.484763,-0.364803,0.138982,-0.463706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,10.708333,-45.058239,16.081299,58.781776,-0.360315,0.126891,-0.461759,0.000512,-0.050755,-0.056242,-0.037863,0.792043,0.042138,0.044624,0.027206,0.716928,0.008617,0.011618,0.010657,0.514379,-0.349367,0.046268,-0.440499,-0.367763,0.191261,-0.482162,-0.363804,0.143165,-0.462617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,10.716667,-41.637619,2.750283,51.190155,-0.357511,0.128575,-0.458518,0.000226,-0.050755,-0.056242,-0.037863,0.815330,0.042138,0.044624,0.027206,0.986258,0.008617,0.011618,0.010657,0.847467,-0.346885,0.047730,-0.437685,-0.364595,0.192302,-0.478289,-0.361017,0.145757,-0.459599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,10.725000,-41.024509,-5.713841,47.461536,-0.354021,0.129723,-0.454093,0.000308,-0.050755,-0.056242,-0.037863,0.815330,0.042138,0.044624,0.027206,0.986258,0.008617,0.011618,0.010657,0.847467,-0.342542,0.049403,-0.432705,-0.361348,0.193178,-0.474051,-0.358116,0.146696,-0.455551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,10.733333,-41.704258,-3.245735,49.662029,-0.350300,0.130207,-0.449669,0.000209,-0.050755,-0.056242,-0.037863,0.732017,0.042138,0.044624,0.027206,0.912061,0.008617,0.011618,0.010657,0.846326,-0.337865,0.049769,-0.427621,-0.358490,0.193690,-0.470280,-0.354527,0.147199,-0.451114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,10.741667,-41.614933,-8.861187,47.473091,-0.346631,0.130209,-0.445419,0.000282,-0.050755,-0.056242,-0.037863,0.735397,0.042138,0.044624,0.027206,0.830495,0.008617,0.011618,0.010657,0.931800,-0.333098,0.050496,-0.422767,-0.355543,0.192825,-0.466359,-0.351188,0.147426,-0.447165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
