Format Version,1.23,Take Name,FloorBottom_240610_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 12.15.04.955 PM,Capture Start Frame,1018996,Total Frames in Take,2687,Total Exported Frames,2687,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
28,0.233333,-52.542664,15.256602,74.964973,-0.778653,0.112356,-0.804544,0.000630,-0.050755,-0.056242,-0.037863,0.588397,0.042138,0.044624,0.027206,0.562270,0.008617,0.011618,0.010657,0.876957,-0.749883,0.034766,-0.782626,-0.801584,0.173132,-0.825285,-0.784746,0.128887,-0.805680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.241667,-53.108650,16.072510,75.539520,-0.779082,0.111164,-0.804640,0.000615,-0.050755,-0.056242,-0.037863,0.600330,0.042138,0.044624,0.027206,0.580812,0.008617,0.011618,0.010657,0.882020,-0.750358,0.033608,-0.782678,-0.802082,0.171872,-0.825435,-0.785057,0.127736,-0.805768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.250000,-52.961391,15.817214,75.238815,-0.779468,0.109847,-0.804713,0.000632,-0.050755,-0.056242,-0.037863,0.588154,0.042138,0.044624,0.027206,0.574835,0.008617,0.011618,0.010657,0.888096,-0.750878,0.032244,-0.782629,-0.802337,0.170580,-0.825596,-0.785438,0.126439,-0.805873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.258333,-53.265263,16.098116,75.569786,-0.779858,0.108862,-0.804743,0.000609,-0.050755,-0.056242,-0.037863,0.588154,0.042138,0.044624,0.027206,0.574835,0.008617,0.011618,0.010657,0.888096,-0.751222,0.031222,-0.782574,-0.802882,0.169471,-0.825646,-0.785726,0.125605,-0.805967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.266667,-55.142170,18.263340,77.700706,-0.779882,0.108916,-0.804823,0.000751,-0.050755,-0.056242,-0.037863,0.557262,0.042138,0.044624,0.027206,0.593859,0.008617,0.011618,0.010657,0.932987,-0.750966,0.031318,-0.782481,-0.803123,0.169759,-0.825892,-0.785873,0.125325,-0.806046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.275000,-55.401573,18.305439,78.083611,-0.780138,0.108898,-0.804858,0.000824,-0.050755,-0.056242,-0.037863,0.514422,0.042138,0.044624,0.027206,0.463959,0.008617,0.011618,0.010657,0.830027,-0.750964,0.031295,-0.782473,-0.803600,0.169775,-0.825977,-0.786200,0.125241,-0.806069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.283333,-54.558277,17.246422,77.127197,-0.780539,0.108792,-0.804946,0.000680,-0.050755,-0.056242,-0.037863,0.469672,0.042138,0.044624,0.027206,0.419501,0.008617,0.011618,0.010657,0.817707,-0.751220,0.031467,-0.782641,-0.804128,0.169311,-0.825998,-0.786549,0.125293,-0.806155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.291667,-53.897179,15.986191,76.309952,-0.780647,0.108810,-0.805124,0.000693,-0.050755,-0.056242,-0.037863,0.564019,0.042138,0.044624,0.027206,0.542139,0.008617,0.011618,0.010657,0.868999,-0.751125,0.031573,-0.782631,-0.804243,0.169316,-0.826312,-0.786865,0.125221,-0.806384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.300000,-53.678917,15.638584,75.991386,-0.780931,0.108721,-0.805304,0.000648,-0.050755,-0.056242,-0.037863,0.551759,0.042138,0.044624,0.027206,0.517366,0.008617,0.011618,0.010657,0.855705,-0.751369,0.031602,-0.782759,-0.804504,0.169146,-0.826517,-0.787189,0.125119,-0.806594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.308333,-53.655735,15.510052,75.992882,-0.781106,0.108718,-0.805357,0.000657,-0.050755,-0.056242,-0.037863,0.587917,0.042138,0.044624,0.027206,0.541947,0.008617,0.011618,0.010657,0.853573,-0.751459,0.031616,-0.782803,-0.804789,0.169087,-0.826587,-0.787347,0.125151,-0.806635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.316667,-54.056648,16.036751,76.517807,-0.781185,0.108791,-0.805302,0.000665,-0.050755,-0.056242,-0.037863,0.574274,0.042138,0.044624,0.027206,0.551847,0.008617,0.011618,0.010657,0.872828,-0.751434,0.031705,-0.782791,-0.805013,0.169117,-0.826491,-0.787388,0.125247,-0.806582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.325000,-53.682533,15.580093,76.079147,-0.781167,0.108685,-0.805282,0.000661,-0.050755,-0.056242,-0.037863,0.580642,0.042138,0.044624,0.027206,0.540381,0.008617,0.011618,0.010657,0.858337,-0.751478,0.031585,-0.782777,-0.804855,0.169084,-0.826463,-0.787441,0.125088,-0.806563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
