,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C40A0","C40A0","C40A0","C4070","C4070","C4070","C4090","C4090","C4090","C4030","C4030","C4030","C40B0","C40B0","C40B0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1112,9.266667,-52.115627,-41.462231,9.909979,-0.140398,0.134003,0.344139,0.000365,-0.050755,-0.056242,-0.037863,0.865671,0.042138,0.044624,0.027206,0.941205,0.008617,0.011618,0.010657,0.893678,-0.145469,0.051515,0.360865,-0.133199,0.199493,0.329982,-0.142516,0.151021,0.341565,,,,,,
1113,9.275000,-53.953945,-42.162918,9.283897,-0.140556,0.135067,0.350891,0.000236,-0.050755,-0.056242,-0.037863,0.905594,0.042138,0.044624,0.027206,0.923100,0.008617,0.011618,0.010657,0.843529,-0.145271,0.053104,0.369524,-0.133604,0.199738,0.335344,-0.142769,0.152410,0.347790,,,,,,
1114,9.283333,-60.602577,-47.159836,3.013927,-0.140775,0.135700,0.358128,0.000227,-0.050755,-0.056242,-0.037863,0.858973,0.042138,0.044624,0.027206,0.908892,0.008617,0.011618,0.010657,0.947227,-0.145335,0.054100,0.379496,-0.134092,0.199711,0.340934,-0.142881,0.153321,0.353946,,,,,,
1115,9.291667,-62.168976,-48.083103,1.908823,-0.140885,0.136854,0.363422,0.000232,-0.050755,-0.056242,-0.037863,0.937916,0.042138,0.044624,0.027206,0.845160,0.008617,0.011618,0.010657,0.897724,-0.145152,0.055654,0.385718,-0.134345,0.200818,0.345478,-0.143133,0.154136,0.359051,,,,,,
1116,9.300000,-59.886204,-46.898869,4.158502,-0.141307,0.137404,0.366652,0.000227,-0.050755,-0.056242,-0.037863,0.895109,0.042138,0.044624,0.027206,0.875011,0.008617,0.011618,0.010657,0.952295,-0.145210,0.056037,0.388183,-0.135045,0.201437,0.349216,-0.143638,0.154791,0.362540,,,,,,
1117,9.308333,-56.707108,-44.058712,7.699349,-0.142118,0.137506,0.369732,0.000243,-0.050755,-0.056242,-0.037863,0.876342,0.042138,0.044624,0.027206,0.853927,0.008617,0.011618,0.010657,0.957075,-0.146273,0.056020,0.390591,-0.135654,0.201762,0.352565,-0.144406,0.154785,0.366024,,,,,,
1118,9.316667,-58.099659,-44.619164,6.012588,-0.143329,0.136160,0.374259,0.000290,-0.050755,-0.056242,-0.037863,0.857519,0.042138,0.044624,0.027206,0.903615,0.008617,0.011618,0.010657,0.921270,-0.148231,0.054818,0.395304,-0.136273,0.200434,0.356996,-0.145458,0.153280,0.370460,,,,,,
1119,9.325000,-59.259514,-43.661160,6.059559,-0.144729,0.133335,0.379978,0.000227,-0.050755,-0.056242,-0.037863,0.899765,0.042138,0.044624,0.027206,0.901291,0.008617,0.011618,0.010657,0.958887,-0.150628,0.052378,0.402816,-0.136911,0.197054,0.361314,-0.146630,0.150612,0.375791,,,,,,
1120,9.333333,-63.178104,-45.141777,2.924621,-0.146042,0.129819,0.386600,0.000219,-0.050755,-0.056242,-0.037863,0.911530,0.042138,0.044624,0.027206,0.912544,0.008617,0.011618,0.010657,0.953745,-0.152786,0.049525,0.411579,-0.137537,0.193030,0.366392,-0.147784,0.146938,0.381814,,,,,,
1121,9.341667,-65.520882,-45.682980,1.683072,-0.147072,0.126014,0.392869,0.000217,-0.050755,-0.056242,-0.037863,0.917772,0.042138,0.044624,0.027206,0.887671,0.008617,0.011618,0.010657,0.949170,-0.154123,0.046341,0.419771,-0.138353,0.188604,0.371256,-0.148722,0.143132,0.387568,,,,,,
1122,9.350000,-65.988258,-45.055294,2.434845,-0.147809,0.121866,0.398320,0.000232,-0.050755,-0.056242,-0.037863,0.895316,0.042138,0.044624,0.027206,0.911799,0.008617,0.011618,0.010657,0.962079,-0.154952,0.042794,0.426677,-0.138939,0.184089,0.375458,-0.149518,0.138752,0.392808,,,,,,
1123,9.358333,-66.703987,-45.030396,2.348192,-0.148604,0.117122,0.403429,0.000237,-0.050755,-0.056242,-0.037863,0.881137,0.042138,0.044624,0.027206,0.874156,0.008617,0.011618,0.010657,0.961126,-0.155800,0.038428,0.432666,-0.139748,0.178952,0.379917,-0.150242,0.134032,0.397686,,,,,,
1124,9.366667,-67.135666,-45.736252,1.700564,-0.148292,0.116702,0.406105,0.000589,-0.050755,-0.056242,-0.037863,0.477061,0.042138,0.044624,0.027206,0.824327,0.008617,0.011618,0.010657,0.672550,-0.156704,0.036033,0.436035,-0.139146,0.179575,0.382336,-0.149110,0.134333,0.400006,,,,,,
1125,9.375000,-78.484627,-54.340691,-13.227204,-0.149241,0.119057,0.405059,0.001041,-0.050755,-0.056242,-0.037863,0.648597,0.042138,0.044624,0.027206,0.501198,0.008617,0.011618,0.010657,0.661451,-0.155883,0.038420,0.433139,-0.141037,0.183898,0.382602,-0.150891,0.134706,0.399493,,,,,,
1126,9.383333,-53.723724,-33.304211,16.370846,-0.149234,0.118387,0.406695,0.000244,-0.050755,-0.056242,-0.037863,0.648597,0.042138,0.044624,0.027206,0.501198,0.008617,0.011618,0.010657,0.661451,-0.155675,0.038349,0.432195,-0.141027,0.181412,0.385151,-0.150984,0.135437,0.402726,,,,,,
1127,9.391667,-84.910217,-56.491188,-21.987698,-0.149720,0.118559,0.409062,0.000531,-0.050755,-0.056242,-0.037863,0.879524,0.042138,0.044624,0.027206,0.964906,0.008617,0.011618,0.010657,0.902767,-0.156598,0.037380,0.435495,-0.141493,0.182841,0.388644,-0.151118,0.135353,0.403081,,,,,,
1128,9.400000,-58.639011,-41.206783,8.913794,-0.149340,0.119231,0.409455,0.000683,-0.050755,-0.056242,-0.037863,0.692692,0.042138,0.044624,0.027206,0.793927,0.008617,0.011618,0.010657,0.828954,-0.156300,0.038022,0.434889,-0.140768,0.183838,0.388382,-0.151005,0.135729,0.405131,,,,,,
1129,9.408333,-63.084229,-45.087051,2.810073,-0.149867,0.118303,0.410585,0.000309,-0.050755,-0.056242,-0.037863,0.755250,0.042138,0.044624,0.027206,0.655829,0.008617,0.011618,0.010657,0.784581,-0.156868,0.037911,0.435336,-0.141186,0.181863,0.390480,-0.151538,0.135154,0.405930,,,,,,
1130,9.416667,-61.895870,-41.812553,6.158703,-0.150889,0.117727,0.414479,0.000356,-0.050755,-0.056242,-0.037863,0.928480,0.042138,0.044624,0.027206,0.935952,0.008617,0.011618,0.010657,0.890732,-0.158797,0.038004,0.441309,-0.141388,0.180884,0.392449,-0.152479,0.134292,0.409679,,,,,,
1131,9.425000,-71.394615,-46.595070,-2.018323,-0.152408,0.116107,0.419717,0.000469,-0.050755,-0.056242,-0.037863,0.946589,0.042138,0.044624,0.027206,0.891417,0.008617,0.011618,0.010657,0.838062,-0.161659,0.037403,0.450970,-0.142141,0.178267,0.394706,-0.153452,0.132591,0.413498,,,,,,
1132,9.433333,-80.046173,-50.859089,-11.118092,-0.153028,0.115846,0.421665,0.000438,-0.050755,-0.056242,-0.037863,0.825422,0.042138,0.044624,0.027206,0.835912,0.008617,0.011618,0.010657,0.856238,-0.162723,0.037332,0.454464,-0.142525,0.177624,0.395940,-0.153882,0.132489,0.414627,,,,,,
1133,9.441667,-66.256935,-41.898575,4.889843,-0.152911,0.115792,0.419958,0.000607,-0.050755,-0.056242,-0.037863,0.929142,0.042138,0.044624,0.027206,0.798770,0.008617,0.011618,0.010657,0.756370,-0.161959,0.037817,0.451556,-0.142706,0.177776,0.394131,-0.154077,0.131763,0.414192,,,,,,
1134,9.450000,-69.217995,-43.811577,1.968157,-0.152764,0.115087,0.420079,0.000400,-0.050755,-0.056242,-0.037863,0.818082,0.042138,0.044624,0.027206,0.854014,0.008617,0.011618,0.010657,0.879256,-0.162295,0.036955,0.452802,-0.142267,0.176591,0.393761,-0.153760,0.131656,0.413699,,,,,,
1135,9.458333,-74.106651,-46.241165,-2.280366,-0.153065,0.114497,0.419773,0.000554,-0.050755,-0.056242,-0.037863,0.901714,0.042138,0.044624,0.027206,0.785924,0.008617,0.011618,0.010657,0.791761,-0.162717,0.037589,0.454293,-0.142294,0.175609,0.391992,-0.154201,0.130252,0.413052,,,,,,
1136,9.466667,-65.755890,-34.781715,10.979284,-0.153689,0.112317,0.421838,0.000402,-0.050755,-0.056242,-0.037863,0.889698,0.042138,0.044624,0.027206,0.887777,0.008617,0.011618,0.010657,0.785357,-0.164097,0.037375,0.458918,-0.142210,0.171502,0.391323,-0.154748,0.128095,0.415262,,,,,,
1137,9.475000,-85.079712,-47.984943,-8.589683,-0.154695,0.110275,0.425131,0.000263,-0.050755,-0.056242,-0.037863,0.828031,0.042138,0.044624,0.027206,0.945264,0.008617,0.011618,0.010657,0.871628,-0.166228,0.037071,0.467305,-0.142583,0.167629,0.391977,-0.155300,0.126076,0.416132,,,,,,
1138,9.483333,-78.602753,-40.910473,2.415928,-0.155315,0.108402,0.426696,0.000206,-0.050755,-0.056242,-0.037863,0.957153,0.042138,0.044624,0.027206,0.958282,0.008617,0.011618,0.010657,0.872027,-0.167020,0.037943,0.471892,-0.142779,0.163682,0.390446,-0.156227,0.123382,0.417725,,,,,,
1139,9.491667,-85.788620,-44.463726,-3.720186,-0.155486,0.106020,0.427708,0.000241,-0.050755,-0.056242,-0.037863,0.918145,0.042138,0.044624,0.027206,0.656838,0.008617,0.011618,0.010657,0.935520,-0.167507,0.037483,0.475502,-0.143383,0.158839,0.389899,-0.156197,0.121185,0.417675,,,,,,
1140,9.500000,-86.574936,-44.314819,-3.127166,-0.155207,0.104975,0.425065,0.000233,-0.050755,-0.056242,-0.037863,0.979370,0.042138,0.044624,0.027206,0.921407,0.008617,0.011618,0.010657,0.909015,-0.167269,0.037310,0.474460,-0.142376,0.158261,0.385784,-0.155801,0.119473,0.414953,,,,,,
1141,9.508333,-75.963112,-32.647129,11.210064,-0.154584,0.103875,0.421844,0.000328,-0.050755,-0.056242,-0.037863,0.979370,0.042138,0.044624,0.027206,0.921407,0.008617,0.011618,0.010657,0.909015,-0.166770,0.037135,0.471985,-0.141994,0.155977,0.381216,-0.155425,0.118040,0.412296,,,,,,
1142,9.516667,-84.089828,-39.763111,2.827389,-0.154520,0.102244,0.420623,0.000169,-0.050755,-0.056242,-0.037863,0.914114,0.042138,0.044624,0.027206,0.925406,0.008617,0.011618,0.010657,0.747250,-0.166973,0.036975,0.472721,-0.141887,0.152612,0.379072,-0.155193,0.116694,0.410035,,,,,,
1143,9.525000,-89.491127,-42.874550,-1.685051,-0.154331,0.101150,0.418329,0.000210,-0.050755,-0.056242,-0.037863,0.927208,0.042138,0.044624,0.027206,0.780327,0.008617,0.011618,0.010657,0.985592,-0.166877,0.037473,0.472373,-0.141461,0.150807,0.375364,-0.154906,0.114907,0.407221,,,,,,
1144,9.533333,-84.263985,-36.844093,6.122316,-0.153749,0.099392,0.415526,0.000223,-0.050755,-0.056242,-0.037863,0.938756,0.042138,0.044624,0.027206,0.875215,0.008617,0.011618,0.010657,0.924995,-0.166386,0.036917,0.470666,-0.140934,0.147577,0.371347,-0.154652,0.113001,0.404503,,,,,,
1145,9.541667,-88.589027,-39.523731,2.424208,-0.153392,0.097922,0.413416,0.000278,-0.050755,-0.056242,-0.037863,0.885508,0.042138,0.044624,0.027206,0.802735,0.008617,0.011618,0.010657,0.842441,-0.166228,0.036911,0.470049,-0.140735,0.144436,0.368401,-0.154212,0.111519,0.401712,,,,,,
1146,9.550000,-90.081932,-39.384697,2.351611,-0.153078,0.096853,0.411157,0.000286,-0.050755,-0.056242,-0.037863,0.862316,0.042138,0.044624,0.027206,0.600490,0.008617,0.011618,0.010657,0.920691,-0.166115,0.037396,0.469265,-0.140232,0.142361,0.364899,-0.153889,0.109873,0.399214,,,,,,
1147,9.558333,-92.533508,-40.659500,0.247041,-0.152658,0.095862,0.408452,0.000316,-0.050755,-0.056242,-0.037863,0.845918,0.042138,0.044624,0.027206,0.640764,0.008617,0.011618,0.010657,0.876616,-0.165960,0.037116,0.467392,-0.139644,0.140494,0.361807,-0.153356,0.109103,0.396069,,,,,,
1148,9.566667,-89.418533,-37.311661,4.580063,-0.152129,0.095223,0.405260,0.000380,-0.050755,-0.056242,-0.037863,0.787539,0.042138,0.044624,0.027206,0.578359,0.008617,0.011618,0.010657,0.760587,-0.165361,0.037157,0.464427,-0.139236,0.139459,0.358021,-0.153165,0.107787,0.393203,,,,,,
1149,9.575000,-89.091667,-35.676662,6.062634,-0.151850,0.094117,0.404159,0.000400,-0.050755,-0.056242,-0.037863,0.792007,0.042138,0.044624,0.027206,0.505293,0.008617,0.011618,0.010657,0.804394,-0.165423,0.036983,0.464205,-0.138787,0.137185,0.356268,-0.152787,0.106877,0.391871,,,,,,
1150,9.583333,-96.589874,-41.755413,-2.149523,-0.151662,0.093841,0.403266,0.000346,-0.050755,-0.056242,-0.037863,0.835043,0.042138,0.044624,0.027206,0.561731,0.008617,0.011618,0.010657,0.855019,-0.165429,0.037498,0.464233,-0.138227,0.136697,0.355118,-0.152546,0.106237,0.390336,,,,,,
1151,9.591667,-89.443954,-34.802814,6.417687,-0.151078,0.093583,0.402069,0.000453,-0.050755,-0.056242,-0.037863,0.735504,0.042138,0.044624,0.027206,0.462387,0.008617,0.011618,0.010657,0.693064,-0.165083,0.037420,0.462644,-0.137752,0.135862,0.353653,-0.152165,0.105849,0.389749,,,,,,
1152,9.600000,-93.100159,-38.447388,1.781961,-0.151079,0.093356,0.402458,0.000508,-0.050755,-0.056242,-0.037863,0.751526,0.042138,0.044624,0.027206,0.305488,0.008617,0.011618,0.010657,0.813866,-0.165249,0.037108,0.463035,-0.137861,0.135325,0.354461,-0.151950,0.105995,0.389711,,,,,,
1153,9.608333,-96.301147,-41.515163,-2.617444,-0.150932,0.094549,0.402338,0.000444,-0.050755,-0.056242,-0.037863,0.774206,0.042138,0.044624,0.027206,0.397595,0.008617,0.011618,0.010657,0.812200,-0.165143,0.037786,0.462521,-0.137464,0.137370,0.354821,-0.151842,0.107000,0.389522,,,,,,
1154,9.616667,-88.142647,-35.642532,5.331660,-0.150618,0.095520,0.402165,0.000465,-0.050755,-0.056242,-0.037863,0.741985,0.042138,0.044624,0.027206,0.400104,0.008617,0.011618,0.010657,0.729645,-0.164732,0.037106,0.460590,-0.137314,0.139412,0.355556,-0.151645,0.108364,0.390187,,,,,,
1155,9.625000,-91.288811,-40.314320,-0.801814,-0.150611,0.097021,0.403720,0.000474,-0.050755,-0.056242,-0.037863,0.777976,0.042138,0.044624,0.027206,0.357210,0.008617,0.011618,0.010657,0.828323,-0.164828,0.036655,0.460304,-0.137233,0.142459,0.358928,-0.151473,0.110432,0.391783,,,,,,
1156,9.633333,-87.602852,-39.004139,1.195112,-0.150533,0.099467,0.405569,0.000382,-0.050755,-0.056242,-0.037863,0.777976,0.042138,0.044624,0.027206,0.357210,0.008617,0.011618,0.010657,0.828323,-0.164713,0.037067,0.459961,-0.136990,0.146888,0.362309,-0.151412,0.113062,0.394308,,,,,,
1157,9.641667,-85.667183,-39.418877,1.110687,-0.150974,0.100946,0.408504,0.000291,-0.050755,-0.056242,-0.037863,0.794246,0.042138,0.044624,0.027206,0.490130,0.008617,0.011618,0.010657,0.797932,-0.164917,0.036456,0.460727,-0.137523,0.150256,0.366923,-0.151606,0.115098,0.397768,,,,,,
1158,9.650000,-83.845558,-39.836147,1.615042,-0.151885,0.102944,0.411681,0.000188,-0.050755,-0.056242,-0.037863,0.843875,0.042138,0.044624,0.027206,0.580858,0.008617,0.011618,0.010657,0.891830,-0.165228,0.036768,0.462391,-0.138592,0.154086,0.371241,-0.152277,0.117563,0.401366,,,,,,
1159,9.658333,-80.290543,-39.028900,4.122441,-0.152820,0.104829,0.413730,0.000401,-0.050755,-0.056242,-0.037863,0.929039,0.042138,0.044624,0.027206,0.783179,0.008617,0.011618,0.010657,0.974520,-0.165301,0.036900,0.462693,-0.139613,0.158524,0.374387,-0.153210,0.119279,0.404121,,,,,,
1160,9.666667,-75.692307,-36.558586,7.232503,-0.152992,0.106373,0.416730,0.000287,-0.050755,-0.056242,-0.037863,0.962730,0.042138,0.044624,0.027206,0.802298,0.008617,0.011618,0.010657,0.828510,-0.165418,0.036417,0.463190,-0.139974,0.161122,0.379214,-0.153688,0.121312,0.407778,,,,,,
1161,9.675000,-81.050819,-43.159767,-1.465876,-0.153360,0.107939,0.419796,0.000369,-0.050755,-0.056242,-0.037863,0.930291,0.042138,0.044624,0.027206,0.872610,0.008617,0.011618,0.010657,0.856506,-0.165744,0.036769,0.464246,-0.140286,0.164045,0.384227,-0.153963,0.122845,0.410900,,,,,,
1162,9.683333,-76.305923,-40.670177,2.482955,-0.153497,0.109122,0.422146,0.000431,-0.050755,-0.056242,-0.037863,0.939318,0.042138,0.044624,0.027206,0.857124,0.008617,0.011618,0.010657,0.842451,-0.165849,0.036595,0.464765,-0.140716,0.166177,0.387868,-0.153951,0.124549,0.413827,,,,,,
1163,9.691667,-73.574066,-39.731560,3.826396,-0.153803,0.110308,0.424644,0.000339,-0.050755,-0.056242,-0.037863,0.917645,0.042138,0.044624,0.027206,0.874413,0.008617,0.011618,0.010657,0.891885,-0.165946,0.036663,0.465097,-0.141104,0.168171,0.392014,-0.154378,0.126058,0.416836,,,,,,
1164,9.700000,-74.921928,-42.679764,0.088841,-0.154270,0.111714,0.427667,0.000358,-0.050755,-0.056242,-0.037863,0.940413,0.042138,0.044624,0.027206,0.885837,0.008617,0.011618,0.010657,0.877124,-0.166083,0.036978,0.465907,-0.141819,0.170606,0.396958,-0.154916,0.127542,0.420140,,,,,,
1165,9.708333,-72.021240,-41.946651,1.529486,-0.154776,0.113027,0.430687,0.000242,-0.050755,-0.056242,-0.037863,0.967323,0.042138,0.044624,0.027206,0.925782,0.008617,0.011618,0.010657,0.918239,-0.166217,0.037161,0.466615,-0.142535,0.172690,0.401769,-0.155583,0.129224,0.423679,,,,,,
1166,9.716667,-71.217819,-43.307907,-0.291642,-0.155291,0.114302,0.434186,0.000210,-0.050755,-0.056242,-0.037863,0.901512,0.042138,0.044624,0.027206,0.892036,0.008617,0.011618,0.010657,0.961294,-0.166275,0.037365,0.466905,-0.143445,0.174599,0.408005,-0.156136,0.130978,0.427636,,,,,,
1167,9.725000,-70.829475,-45.499680,-2.856714,-0.155657,0.116294,0.437162,0.000196,-0.050755,-0.056242,-0.037863,0.959264,0.042138,0.044624,0.027206,0.869806,0.008617,0.011618,0.010657,0.904760,-0.166049,0.037691,0.466533,-0.144310,0.177719,0.413864,-0.156603,0.133493,0.431084,,,,,,
1168,9.733333,-64.863525,-44.991901,-0.222692,-0.155115,0.120180,0.437212,0.000201,-0.050755,-0.056242,-0.037863,0.988107,0.042138,0.044624,0.027206,0.896857,0.008617,0.011618,0.010657,0.905024,-0.164359,0.039534,0.461251,-0.144660,0.183251,0.417974,-0.156319,0.137764,0.432407,,,,,,
1169,9.741667,-55.976871,-42.098286,5.909923,-0.154612,0.125761,0.437438,0.000320,-0.050755,-0.056242,-0.037863,0.882855,0.042138,0.044624,0.027206,0.941330,0.008617,0.011618,0.010657,0.844015,-0.162224,0.043834,0.455521,-0.145251,0.190706,0.422323,-0.156344,0.142771,0.434462,,,,,,
1170,9.750000,-56.484665,-44.990982,3.199131,-0.154802,0.130227,0.440189,0.000278,-0.050755,-0.056242,-0.037863,0.880553,0.042138,0.044624,0.027206,0.948593,0.008617,0.011618,0.010657,0.901684,-0.161459,0.047725,0.455890,-0.146244,0.195505,0.427200,-0.156684,0.147487,0.437467,,,,,,
1171,9.758333,-56.119682,-45.883564,3.027382,-0.155509,0.133536,0.444424,0.000291,-0.050755,-0.056242,-0.037863,0.880553,0.042138,0.044624,0.027206,0.948593,0.008617,0.011618,0.010657,0.901684,-0.161501,0.050674,0.459420,-0.147538,0.199188,0.432028,-0.157478,0.150760,0.441819,,,,,,
1172,9.766667,-56.800247,-45.957443,3.100662,-0.156404,0.135359,0.450798,0.000276,-0.050755,-0.056242,-0.037863,0.931589,0.042138,0.044624,0.027206,0.942912,0.008617,0.011618,0.010657,0.889683,-0.162136,0.052823,0.466793,-0.148586,0.200727,0.437602,-0.158472,0.152558,0.447988,,,,,,
1173,9.775000,-63.287872,-49.751209,-3.239519,-0.157452,0.135863,0.458121,0.000205,-0.050755,-0.056242,-0.037863,0.887104,0.042138,0.044624,0.027206,0.948684,0.008617,0.011618,0.010657,0.895490,-0.163252,0.053572,0.476159,-0.149683,0.200755,0.443732,-0.159405,0.153288,0.454462,,,,,,
1174,9.783333,-62.813427,-49.036579,-1.925781,-0.158315,0.136348,0.463890,0.000194,-0.050755,-0.056242,-0.037863,0.934304,0.042138,0.044624,0.027206,0.916017,0.008617,0.011618,0.010657,0.949668,-0.164111,0.054233,0.482798,-0.150542,0.201016,0.448778,-0.160276,0.153822,0.460084,,,,,,
1175,9.791667,-62.368637,-48.829502,-1.578251,-0.159265,0.137025,0.468386,0.000220,-0.050755,-0.056242,-0.037863,0.937509,0.042138,0.044624,0.027206,0.907681,0.008617,0.011618,0.010657,0.952107,-0.164970,0.055020,0.486999,-0.151534,0.201691,0.453463,-0.161269,0.154407,0.464682,,,,,,
1176,9.800000,-61.539021,-48.554256,-0.998750,-0.160526,0.137089,0.472435,0.000256,-0.050755,-0.056242,-0.037863,0.886966,0.042138,0.044624,0.027206,0.890101,0.008617,0.011618,0.010657,0.961810,-0.166286,0.054883,0.490569,-0.152740,0.202113,0.457796,-0.162538,0.154297,0.468931,,,,,,
1177,9.808333,-59.883801,-46.479931,1.348507,-0.162233,0.135890,0.477398,0.000238,-0.050755,-0.056242,-0.037863,0.918794,0.042138,0.044624,0.027206,0.943516,0.008617,0.011618,0.010657,0.922497,-0.168635,0.053888,0.495873,-0.153920,0.200662,0.462362,-0.164128,0.153155,0.473948,,,,,,
1178,9.816667,-63.958290,-47.949718,-2.425252,-0.164111,0.133592,0.483795,0.000238,-0.050755,-0.056242,-0.037863,0.925121,0.042138,0.044624,0.027206,0.951551,0.008617,0.011618,0.010657,0.926129,-0.171463,0.051927,0.503811,-0.155042,0.198121,0.467698,-0.165817,0.150750,0.479867,,,,,,
1179,9.825000,-65.641403,-47.742035,-3.081483,-0.165913,0.130141,0.490395,0.000203,-0.050755,-0.056242,-0.037863,0.963212,0.042138,0.044624,0.027206,0.959512,0.008617,0.011618,0.010657,0.941632,-0.173997,0.048836,0.512127,-0.156296,0.194280,0.472995,-0.167439,0.147316,0.486060,,,,,,
1180,9.833333,-66.479317,-46.705723,-2.430424,-0.167631,0.126385,0.497106,0.000212,-0.050755,-0.056242,-0.037863,0.893977,0.042138,0.044624,0.027206,0.921699,0.008617,0.011618,0.010657,0.954527,-0.176288,0.045926,0.520726,-0.157523,0.189775,0.478175,-0.169065,0.143490,0.492401,,,,,,
1181,9.841667,-70.247154,-48.071411,-5.621487,-0.169339,0.122226,0.503549,0.000199,-0.050755,-0.056242,-0.037863,0.916082,0.042138,0.044624,0.027206,0.913114,0.008617,0.011618,0.010657,0.951284,-0.178468,0.042236,0.528791,-0.158929,0.185208,0.483516,-0.170603,0.139267,0.498326,,,,,,
1182,9.850000,-69.095177,-46.657299,-3.599990,-0.170980,0.117690,0.508913,0.000251,-0.050755,-0.056242,-0.037863,0.949906,0.042138,0.044624,0.027206,0.896786,0.008617,0.011618,0.010657,0.909840,-0.180614,0.037893,0.534964,-0.160348,0.180402,0.488181,-0.171969,0.134796,0.503588,,,,,,
1183,9.858333,-72.112801,-49.784492,-8.340386,-0.170818,0.119119,0.511054,0.000903,-0.050755,-0.056242,-0.037863,0.475324,0.042138,0.044624,0.027206,0.522994,0.008617,0.011618,0.010657,0.779755,-0.181037,0.037217,0.536449,-0.159885,0.184176,0.490816,-0.171634,0.135769,0.505973,,,,,,
1184,9.866667,-80.451912,-54.800644,-19.377800,-0.171617,0.120781,0.509916,0.001017,-0.050755,-0.056242,-0.037863,0.775009,0.042138,0.044624,0.027206,0.517245,0.008617,0.011618,0.010657,0.596376,-0.179834,0.039244,0.533127,-0.161987,0.186567,0.491356,-0.173074,0.136440,0.505298,,,,,,
1185,9.875000,-54.653862,-37.741787,10.433443,-0.171856,0.120070,0.512975,0.000160,-0.050755,-0.056242,-0.037863,0.965490,0.042138,0.044624,0.027206,0.992220,0.008617,0.011618,0.010657,0.962415,-0.180034,0.038608,0.534155,-0.162143,0.184105,0.495212,-0.173389,0.137502,0.509557,,,,,,
1186,9.883333,-101.266563,-58.295521,-44.044415,-0.172637,0.120632,0.515325,0.000772,-0.050755,-0.056242,-0.037863,0.965490,0.042138,0.044624,0.027206,0.992220,0.008617,0.011618,0.010657,0.962415,-0.181257,0.037982,0.537198,-0.163140,0.186534,0.498881,-0.173585,0.137228,0.509949,,,,,,
1187,9.891667,-57.939163,-42.789394,5.166579,-0.172550,0.120933,0.515888,0.000702,-0.050755,-0.056242,-0.037863,0.602009,0.042138,0.044624,0.027206,0.619560,0.008617,0.011618,0.010657,0.796163,-0.180953,0.038471,0.536412,-0.162660,0.186684,0.498811,-0.174085,0.137549,0.512479,,,,,,
